customer_id,signup_date,city,state,age_group,gender,customer_segment,preferred_device
CUS01203,2026-03-26,Austin,TX,18-25,Male,Regular,Mobile App
CUS01204,2025-06-09,Chicago,IL,36-45,Female,Regular,Web
CUS01205,2025-11-16,Philadelphia,PA,56+,Male,Regular,Mobile App
CUS01206,2025-09-29,Dallas,TX,26-35,Male,Regular,Mobile App
CUS01207,2024-12-30,Dallas,TX,26-35,Other,Regular,Web
CUS01208,2024-10-28,San Diego,CA,36-45,Female,Premium,Mobile App
CUS01209,2025-08-22,Dallas,TX,26-35,Female,New,Mobile App
CUS01210,2024-03-05,San Jose,CA,26-35,Other,Regular,Mobile App
CUS01211,2025-05-09,Austin,TX,26-35,Male,Regular,Mobile App
CUS01212,2025-07-21,Dallas,TX,56+,Female,New,Mobile App
CUS01213,2024-05-28,Austin,TX,26-35,Male,New,Mobile App
CUS01214,2024-11-28,New York,NY,26-35,Female,Regular,Mobile App
CUS01215,2024-11-05,New York,NY,26-35,Male,Premium,Mobile App
CUS01216,2026-01-31,San Diego,CA,36-45,Male,New,Web
CUS01217,2024-05-17,San Diego,CA,36-45,Female,New,Mobile App
CUS01218,2025-04-21,San Diego,CA,56+,Female,Regular,Mobile App
CUS01219,2025-03-01,Seattle,WA,18-25,Female,New,Mobile App
CUS01220,2024-02-20,New York,NY,26-35,Female,New,Mobile App
CUS01221,2026-02-05,Boston,MA,26-35,Male,Premium,Mobile App
CUS01222,2025-03-12,Houston,TX,36-45,Female,Regular,Mobile App
CUS01223,2024-03-21,San Diego,CA,18-25,Female,Regular,Web
CUS01224,2024-02-22,Houston,TX,26-35,Male,Premium,Mobile App
CUS01225,2025-02-23,Houston,TX,56+,Female,Regular,Mobile App
CUS01226,2025-03-08,Phoenix,AZ,36-45,Female,Premium,Mobile App
CUS01227,2025-04-16,San Diego,CA,46-55,Female,Regular,Mobile App
CUS01228,2025-01-04,Dallas,TX,18-25,Female,Regular,Mobile App
CUS01229,2024-06-18,Philadelphia,PA,26-35,Female,Regular,Mobile App
CUS01230,2025-10-11,San Jose,CA,26-35,Other,Regular,Mobile App
CUS01231,2024-02-18,Austin,TX,36-45,Male,New,Web
CUS01232,2025-12-26,Philadelphia,PA,46-55,Female,New,Web
CUS01233,2025-11-11,Los Angeles,CA,18-25,Female,Regular,Web
CUS01234,2025-05-10,San Jose,CA,36-45,Male,Premium,Mobile App
CUS01235,2024-05-16,Phoenix,AZ,56+,Male,New,Mobile App
CUS01236,2024-09-26,Phoenix,AZ,56+,Female,Premium,Web
CUS01237,2025-12-27,San Jose,CA,18-25,Male,Premium,Mobile App
CUS01238,2024-08-05,Austin,TX,46-55,Female,Premium,Mobile App
CUS01239,2025-09-21,Chicago,IL,36-45,Female,Regular,Web
CUS01240,2026-01-15,San Jose,CA,46-55,Male,Premium,Mobile App
CUS01241,2025-08-08,Houston,TX,46-55,Male,Premium,Mobile App
CUS01242,2024-05-09,San Diego,CA,46-55,Female,Regular,Mobile App
CUS01243,2026-03-12,Los Angeles,CA,46-55,Female,Regular,Mobile App
CUS01244,2025-10-05,Boston,MA,36-45,Male,Premium,Web
CUS01245,2024-11-10,Seattle,WA,36-45,Female,New,Mobile App
CUS01246,2025-12-13,Seattle,WA,26-35,Female,Regular,Mobile App
CUS01247,2024-07-03,Austin,TX,36-45,Female,New,Mobile App
CUS01248,2025-04-18,San Jose,CA,26-35,Female,Regular,Mobile App
CUS01249,2025-08-05,Austin,TX,36-45,Male,New,Mobile App
CUS01250,2024-03-28,Los Angeles,CA,26-35,Female,Regular,Mobile App
CUS01251,2025-06-02,Philadelphia,PA,18-25,Male,Premium,Mobile App
CUS01252,2025-03-02,Dallas,TX,18-25,Other,Regular,Mobile App
CUS01253,2024-04-24,Los Angeles,CA,36-45,Female,Premium,Mobile App
CUS01254,2025-09-19,Chicago,IL,36-45,Male,New,Mobile App
CUS01255,2026-02-24,San Jose,CA,18-25,Male,Regular,Mobile App
CUS01256,2024-08-08,New York,NY,46-55,Other,Premium,Mobile App
CUS01257,2025-02-22,Austin,TX,18-25,Female,Regular,Mobile App
CUS01258,2024-12-07,Austin,TX,46-55,Male,Regular,Mobile App
CUS01259,2026-02-13,San Diego,CA,46-55,Female,Regular,Mobile App
CUS01260,2025-02-11,San Jose,CA,46-55,Female,Premium,Mobile App
CUS01261,2025-10-03,Seattle,WA,18-25,Male,Premium,Mobile App
CUS01262,2026-01-08,Houston,TX,36-45,Male,New,Mobile App
CUS01263,2024-09-16,Seattle,WA,26-35,Male,Premium,Mobile App
CUS01264,2025-11-06,Dallas,TX,26-35,Male,Premium,Mobile App
CUS01265,2024-06-07,Seattle,WA,36-45,Male,Regular,Mobile App
CUS01266,2024-09-04,Seattle,WA,46-55,Male,Premium,Web
CUS01267,2025-03-10,Los Angeles,CA,56+,Male,Premium,Mobile App
CUS01268,2024-06-20,Austin,TX,56+,Female,Regular,Mobile App
CUS01269,2024-03-20,Los Angeles,CA,26-35,Male,New,Mobile App
CUS01270,2024-04-17,San Diego,CA,36-45,Female,Premium,Web
CUS01271,2025-10-28,Boston,MA,26-35,Female,Regular,Web
CUS01272,2025-05-12,Austin,TX,26-35,Female,Premium,Mobile App
CUS01273,2025-03-28,San Diego,CA,56+,Female,New,Mobile App
CUS01274,2024-08-20,San Jose,CA,36-45,Male,Regular,Mobile App
CUS01275,2025-05-04,Phoenix,AZ,36-45,Male,Premium,Mobile App
CUS01276,2024-07-12,Los Angeles,CA,56+,Male,Regular,Mobile App
CUS01277,2025-10-15,Boston,MA,26-35,Male,Regular,Web
CUS01278,2024-05-09,Phoenix,AZ,56+,Female,Regular,Mobile App
CUS01279,2026-02-01,Dallas,TX,46-55,Other,New,Mobile App
CUS01280,2024-08-30,Seattle,WA,56+,Female,New,Mobile App
CUS01281,2024-07-08,Seattle,WA,36-45,Female,New,Mobile App
CUS01282,2024-06-06,New York,NY,18-25,Male,Regular,Web
CUS01283,2024-07-29,San Jose,CA,18-25,Female,Regular,Mobile App
CUS01284,2024-03-09,Austin,TX,36-45,Female,Premium,Mobile App
CUS01285,2025-11-15,Houston,TX,56+,Female,New,Mobile App
CUS01286,2026-01-25,Chicago,IL,26-35,Male,New,Mobile App
CUS01287,2025-01-03,Los Angeles,CA,18-25,Male,New,Mobile App
CUS01288,2024-07-03,San Diego,CA,56+,Female,Regular,Web
CUS01289,2024-09-04,San Jose,CA,46-55,Male,Regular,Mobile App
CUS01290,2024-10-09,Dallas,TX,36-45,Female,Regular,Mobile App
CUS01291,2026-01-26,Phoenix,AZ,36-45,Male,Regular,Mobile App
CUS01292,2024-08-28,New York,NY,26-35,Female,Regular,Web
CUS01293,2024-08-18,Houston,TX,56+,Male,Premium,Mobile App
CUS01294,2026-02-18,Houston,TX,46-55,Female,Regular,Mobile App
CUS01295,2025-07-27,San Jose,CA,46-55,Female,Premium,Web
CUS01296,2024-09-30,Phoenix,AZ,36-45,Female,Regular,Web
CUS01297,2025-01-13,Dallas,TX,46-55,Female,Regular,Mobile App
CUS01298,2025-08-01,San Diego,CA,18-25,Female,Regular,Mobile App
CUS01299,2026-03-31,Philadelphia,PA,26-35,Male,New,Mobile App
CUS01300,2024-10-21,San Diego,CA,18-25,Female,New,Mobile App
CUS01301,2025-03-11,Chicago,IL,26-35,Male,Premium,Mobile App
CUS01302,2026-01-28,Austin,TX,36-45,Female,Regular,Web
CUS01303,2024-03-22,Phoenix,AZ,26-35,Male,New,Mobile App
CUS01304,2024-07-26,Dallas,TX,26-35,Female,Premium,Mobile App
CUS01305,2026-02-12,Phoenix,AZ,26-35,Male,New,Mobile App
CUS01306,2024-09-05,Los Angeles,CA,26-35,Male,Regular,Mobile App
CUS01307,2026-03-04,Austin,TX,26-35,Female,Regular,Web
CUS01308,2025-04-27,San Diego,CA,26-35,Female,New,Mobile App
CUS01309,2025-05-09,Boston,MA,26-35,Female,Regular,Web
CUS01310,2026-01-24,Seattle,WA,26-35,Female,Premium,Mobile App
CUS01311,2024-11-16,Philadelphia,PA,26-35,Male,New,Mobile App
CUS01312,2025-02-03,Dallas,TX,26-35,Female,Premium,Mobile App
CUS01313,2025-02-09,Chicago,IL,18-25,Male,Premium,Mobile App
CUS01314,2025-08-25,Phoenix,AZ,26-35,Male,Regular,Web
CUS01315,2024-06-21,San Jose,CA,56+,Female,Regular,Mobile App
CUS01316,2025-01-30,Chicago,IL,26-35,Female,Regular,Mobile App
CUS01317,2024-10-07,New York,NY,46-55,Male,New,Web
CUS01318,2026-03-19,Los Angeles,CA,26-35,Female,New,Mobile App
CUS01319,2024-05-27,Austin,TX,46-55,Male,Premium,Mobile App
CUS01320,2024-08-15,Philadelphia,PA,46-55,Female,Regular,Mobile App
CUS01321,2024-07-09,Chicago,IL,36-45,Male,Regular,Mobile App
CUS01322,2025-10-26,Seattle,WA,46-55,Male,New,Mobile App
CUS01323,2025-04-12,San Jose,CA,26-35,Male,Regular,Mobile App
CUS01324,2024-07-10,Chicago,IL,56+,Male,Regular,Mobile App
CUS01325,2025-08-18,New York,NY,56+,Male,New,Mobile App
CUS01326,2024-04-04,Los Angeles,CA,26-35,Male,Regular,Mobile App
CUS01327,2024-05-22,Dallas,TX,26-35,Male,Regular,Web
CUS01328,2025-08-29,Los Angeles,CA,46-55,Female,Regular,Mobile App
CUS01329,2026-02-21,Austin,TX,26-35,Female,Premium,Mobile App
CUS01330,2025-05-31,New York,NY,36-45,Male,Premium,Mobile App
CUS01331,2025-10-04,Dallas,TX,26-35,Female,Regular,Mobile App
CUS01332,2024-04-18,San Diego,CA,36-45,Female,Regular,Mobile App
CUS01333,2025-06-25,Dallas,TX,56+,Male,Regular,Mobile App
CUS01334,2026-02-16,Houston,TX,46-55,Male,Regular,Mobile App
CUS01335,2024-05-02,Seattle,WA,36-45,Male,New,Mobile App
CUS01336,2025-01-28,Los Angeles,CA,26-35,Other,New,Mobile App
CUS01337,2024-03-29,Houston,TX,26-35,Male,Regular,Web
CUS01338,2024-05-24,San Diego,CA,26-35,Female,Regular,Mobile App
CUS01339,2024-11-06,San Diego,CA,56+,Female,Premium,Mobile App
CUS01340,2024-01-09,Dallas,TX,18-25,Male,Regular,Mobile App
CUS01341,2024-10-25,Chicago,IL,56+,Male,New,Mobile App
CUS01342,2026-01-14,Phoenix,AZ,26-35,Male,Regular,Mobile App
CUS01343,2025-03-25,Los Angeles,CA,56+,Male,Regular,Mobile App
CUS01344,2025-12-23,San Jose,CA,46-55,Female,Regular,Web
CUS01345,2025-12-05,Phoenix,AZ,36-45,Female,Premium,Mobile App
CUS01346,2024-04-20,Austin,TX,26-35,Male,New,Web
CUS01347,2024-06-03,Los Angeles,CA,36-45,Female,Regular,Mobile App
CUS01348,2025-03-07,Seattle,WA,18-25,Male,Regular,Web
CUS01349,2025-10-08,Houston,TX,26-35,Female,New,Web
CUS01350,2024-11-10,Boston,MA,56+,Male,Regular,Mobile App
CUS01351,2026-03-18,Chicago,IL,18-25,Female,Premium,Mobile App
CUS01352,2025-04-23,Houston,TX,36-45,Male,Regular,Mobile App
CUS01353,2026-02-28,Houston,TX,36-45,Female,Regular,Web
CUS01354,2025-05-31,San Diego,CA,26-35,Male,New,Web
CUS01355,2024-05-10,Boston,MA,46-55,Male,Premium,Web
CUS01356,2025-01-20,Los Angeles,CA,56+,Female,Premium,Web
CUS01357,2025-07-04,New York,NY,26-35,Male,Regular,Mobile App
CUS01358,2025-12-18,Austin,TX,26-35,Female,New,Mobile App
CUS01359,2025-10-19,Austin,TX,18-25,Female,Regular,Mobile App
CUS01360,2025-08-14,Houston,TX,46-55,Female,Regular,Mobile App
CUS01361,2024-03-16,Seattle,WA,36-45,Female,Regular,Mobile App
CUS01362,2024-11-10,San Diego,CA,18-25,Female,New,Mobile App
CUS01363,2025-02-02,Austin,TX,36-45,Male,Regular,Mobile App
CUS01364,2025-03-15,Philadelphia,PA,18-25,Female,Regular,Mobile App
CUS01365,2024-06-28,Phoenix,AZ,18-25,Female,Premium,Web
CUS01366,2024-09-23,Houston,TX,46-55,Female,New,Web
CUS01367,2024-09-07,Chicago,IL,26-35,Female,Regular,Mobile App
CUS01368,2024-11-26,San Jose,CA,36-45,Female,Premium,Web
CUS01369,2024-01-16,Philadelphia,PA,36-45,Male,Premium,Web
CUS01370,2026-03-11,Los Angeles,CA,46-55,Other,Regular,Mobile App
CUS01371,2026-02-10,Los Angeles,CA,18-25,Male,Premium,Web
CUS01372,2024-12-14,Houston,TX,36-45,Male,New,Web
CUS01373,2025-04-22,Austin,TX,36-45,Male,Regular,Mobile App
CUS01374,2025-09-15,San Jose,CA,26-35,Male,New,Mobile App
CUS01375,2026-02-28,New York,NY,36-45,Male,Regular,Mobile App
CUS01376,2025-03-21,Los Angeles,CA,26-35,Male,Regular,Mobile App
CUS01377,2025-03-11,Seattle,WA,18-25,Male,Regular,Mobile App
CUS01378,2025-07-01,Chicago,IL,26-35,Male,Regular,Mobile App
CUS01379,2024-03-25,Seattle,WA,36-45,Male,Regular,Mobile App
CUS01380,2024-03-05,Boston,MA,18-25,Male,Regular,Mobile App
CUS01381,2024-03-05,New York,NY,18-25,Male,Regular,Mobile App
CUS01382,2025-08-20,San Diego,CA,18-25,Male,Premium,Web
CUS01383,2025-05-01,Phoenix,AZ,18-25,Female,Regular,Web
CUS01384,2025-05-05,San Diego,CA,26-35,Female,New,Mobile App
CUS01385,2024-01-31,Austin,TX,26-35,Male,Premium,Mobile App
CUS01386,2024-02-10,San Diego,CA,26-35,Male,New,Mobile App
CUS01387,2024-06-18,San Diego,CA,18-25,Female,New,Mobile App
CUS01388,2025-07-19,Dallas,TX,46-55,Other,New,Web
CUS01389,2024-02-02,Houston,TX,18-25,Female,Regular,Mobile App
CUS01390,2025-09-06,Philadelphia,PA,46-55,Male,Regular,Mobile App
CUS01391,2024-05-30,Los Angeles,CA,36-45,Female,Regular,Mobile App
CUS01392,2024-09-04,Houston,TX,18-25,Female,Regular,Mobile App
CUS01393,2025-12-21,Houston,TX,26-35,Female,Regular,Mobile App
CUS01394,2024-01-07,Dallas,TX,26-35,Female,Regular,Web
CUS01395,2024-04-26,San Jose,CA,56+,Female,Premium,Mobile App
CUS01396,2025-04-05,Seattle,WA,18-25,Female,Premium,Web
CUS01397,2025-06-28,Dallas,TX,36-45,Male,Regular,Web
CUS01398,2025-06-12,Austin,TX,26-35,Female,Premium,Mobile App
CUS01399,2025-10-25,Phoenix,AZ,56+,Female,New,Mobile App
CUS01400,2025-11-19,Houston,TX,26-35,Female,Regular,Web
CUS01401,2025-07-14,Seattle,WA,46-55,Female,Regular,Mobile App
CUS01402,2026-01-28,Chicago,IL,18-25,Male,Premium,Mobile App
CUS01403,2024-06-17,Phoenix,AZ,46-55,Female,Regular,Mobile App
CUS01404,2025-07-25,Los Angeles,CA,36-45,Female,Premium,Mobile App
CUS01405,2024-05-25,Philadelphia,PA,18-25,Male,New,Mobile App
CUS01406,2025-12-17,New York,NY,56+,Male,New,Mobile App
CUS01407,2024-12-22,Phoenix,AZ,26-35,Male,Premium,Web
CUS01408,2025-09-09,San Diego,CA,26-35,Female,Regular,Mobile App
CUS01409,2025-05-11,Chicago,IL,26-35,Male,Regular,Mobile App
CUS01410,2024-02-17,Philadelphia,PA,26-35,Male,Regular,Web
CUS01411,2024-12-30,Los Angeles,CA,26-35,Female,Regular,Mobile App
CUS01412,2025-08-06,New York,NY,36-45,Female,New,Mobile App
CUS01413,2024-04-07,Austin,TX,26-35,Female,Premium,Mobile App
CUS01414,2024-05-05,San Diego,CA,46-55,Female,Regular,Web
CUS01415,2025-07-05,Los Angeles,CA,18-25,Female,Regular,Mobile App
CUS01416,2025-04-07,Philadelphia,PA,18-25,Male,Regular,Mobile App
CUS01417,2025-02-18,Chicago,IL,56+,Female,New,Web
CUS01418,2025-01-20,Los Angeles,CA,56+,Female,New,Mobile App
CUS01419,2025-08-04,Los Angeles,CA,36-45,Female,Regular,Mobile App
CUS01420,2025-09-26,New York,NY,56+,Female,Premium,Mobile App
CUS01421,2024-11-18,Los Angeles,CA,56+,Male,Regular,Mobile App
CUS01422,2025-09-12,Philadelphia,PA,56+,Male,Regular,Web
CUS01423,2025-09-27,New York,NY,46-55,Male,Regular,Mobile App
CUS01424,2025-08-13,Philadelphia,PA,26-35,Female,Regular,Web
CUS01425,2024-12-12,Austin,TX,26-35,Female,New,Mobile App
CUS01426,2026-01-06,Seattle,WA,36-45,Male,Regular,Mobile App
CUS01427,2025-08-18,Austin,TX,18-25,Female,New,Web
CUS01428,2024-11-21,San Diego,CA,26-35,Female,Regular,Mobile App
CUS01429,2025-09-03,Philadelphia,PA,56+,Male,New,Web
CUS01430,2025-05-16,San Diego,CA,36-45,Female,Premium,Mobile App
CUS01431,2026-01-05,Phoenix,AZ,46-55,Female,New,Web
CUS01432,2025-01-17,Houston,TX,46-55,Female,Regular,Mobile App
CUS01433,2025-10-29,New York,NY,36-45,Male,Premium,Web
CUS01434,2026-03-12,Seattle,WA,36-45,Male,Regular,Mobile App
CUS01435,2025-01-22,Philadelphia,PA,56+,Female,Regular,Mobile App
CUS01436,2024-10-08,Seattle,WA,18-25,Male,New,Web
CUS01437,2025-07-02,Chicago,IL,26-35,Female,Regular,Mobile App
CUS01438,2024-12-01,Houston,TX,46-55,Male,Regular,Web
CUS01439,2024-12-11,Seattle,WA,46-55,Male,Regular,Mobile App
CUS01440,2025-12-16,New York,NY,36-45,Female,Premium,Web
CUS01441,2026-02-04,New York,NY,26-35,Female,New,Mobile App
CUS01442,2025-08-07,Boston,MA,36-45,Male,New,Mobile App
CUS01443,2024-08-10,New York,NY,46-55,Other,Regular,Mobile App
CUS01444,2026-03-19,Houston,TX,26-35,Female,Regular,Web
CUS01445,2025-10-18,Los Angeles,CA,46-55,Male,Regular,Mobile App
CUS01446,2026-03-11,Chicago,IL,26-35,Male,Regular,Mobile App
CUS01447,2024-02-04,Houston,TX,46-55,Female,Regular,Web
CUS01448,2025-07-20,Los Angeles,CA,36-45,Female,Regular,Web
CUS01449,2025-06-18,Austin,TX,26-35,Female,Premium,Mobile App
CUS01450,2024-03-09,Philadelphia,PA,18-25,Female,Regular,Web
CUS01451,2025-03-05,Chicago,IL,36-45,Other,Regular,Mobile App
CUS01452,2025-10-05,Houston,TX,26-35,Male,New,Web
CUS01453,2024-06-27,Dallas,TX,26-35,Female,Premium,Mobile App
CUS01454,2025-10-03,Chicago,IL,36-45,Male,New,Mobile App
CUS01455,2025-04-11,Los Angeles,CA,36-45,Male,Regular,Web
CUS01456,2026-01-04,San Diego,CA,36-45,Male,Regular,Mobile App
CUS01457,2026-03-26,Houston,TX,46-55,Female,Premium,Mobile App
CUS01458,2025-09-26,Boston,MA,46-55,Female,Regular,Mobile App
CUS01459,2025-02-27,Seattle,WA,26-35,Male,Premium,Mobile App
CUS01460,2025-11-15,Houston,TX,26-35,Other,Regular,Mobile App
CUS01461,2024-12-20,Phoenix,AZ,26-35,Female,Regular,Web
CUS01462,2024-06-25,Dallas,TX,36-45,Male,Regular,Mobile App
CUS01463,2025-11-02,New York,NY,26-35,Male,New,Web
CUS01464,2024-08-14,Phoenix,AZ,36-45,Male,Regular,Mobile App
CUS01465,2024-08-14,Dallas,TX,46-55,Male,Premium,Mobile App
CUS01466,2025-09-02,Chicago,IL,46-55,Male,New,Mobile App
CUS01467,2024-11-20,Houston,TX,36-45,Female,Regular,Web
CUS01468,2025-02-12,Seattle,WA,36-45,Other,Regular,Mobile App
CUS01469,2024-12-31,Los Angeles,CA,46-55,Male,Regular,Mobile App
CUS01470,2024-03-09,Houston,TX,46-55,Female,Regular,Mobile App
CUS01471,2025-09-15,Philadelphia,PA,26-35,Female,Premium,Web
CUS01472,2024-03-18,Boston,MA,26-35,Male,Regular,Mobile App
CUS01473,2026-01-30,Dallas,TX,26-35,Female,Regular,Mobile App
CUS01474,2024-03-23,New York,NY,36-45,Female,Regular,Mobile App
CUS01475,2025-08-16,Phoenix,AZ,26-35,Male,New,Mobile App
CUS01476,2024-02-23,New York,NY,26-35,Female,Regular,Mobile App
CUS01477,2025-06-17,Chicago,IL,46-55,Male,Regular,Mobile App
CUS01478,2024-10-16,San Diego,CA,26-35,Male,Regular,Mobile App
CUS01479,2024-06-01,Austin,TX,26-35,Female,New,Web
CUS01480,2025-09-06,Houston,TX,26-35,Female,New,Mobile App
CUS01481,2024-03-10,New York,NY,18-25,Female,Regular,Web
CUS01482,2024-01-10,Dallas,TX,46-55,Male,Premium,Web
CUS01483,2024-06-19,Boston,MA,26-35,Male,Regular,Mobile App
CUS01484,2024-12-09,Chicago,IL,46-55,Male,Premium,Mobile App
CUS01485,2025-08-26,Boston,MA,46-55,Male,Premium,Mobile App
CUS01486,2025-06-07,Houston,TX,36-45,Male,New,Mobile App
CUS01487,2024-05-13,Chicago,IL,36-45,Female,Regular,Mobile App
CUS01488,2025-12-04,Chicago,IL,26-35,Female,New,Mobile App
CUS01489,2025-10-22,Austin,TX,26-35,Female,Regular,Mobile App
CUS01490,2024-05-14,Houston,TX,36-45,Female,New,Web
CUS01491,2024-06-27,Austin,TX,18-25,Male,Regular,Web
CUS01492,2025-09-01,Boston,MA,36-45,Male,Regular,Mobile App
CUS01493,2026-01-16,San Diego,CA,36-45,Female,New,Mobile App
CUS01494,2024-09-28,Phoenix,AZ,26-35,Male,Premium,Mobile App
CUS01495,2024-02-13,Boston,MA,26-35,Female,Regular,Mobile App
CUS01496,2025-10-11,San Jose,CA,18-25,Female,Regular,Mobile App
CUS01497,2024-01-14,Seattle,WA,18-25,Female,Regular,Mobile App
CUS01498,2025-03-30,Chicago,IL,36-45,Male,New,Mobile App
CUS01499,2025-07-15,Boston,MA,26-35,Female,Premium,Mobile App
CUS01500,2024-08-20,San Jose,CA,56+,Female,Regular,Mobile App
CUS01501,2024-12-27,San Diego,CA,36-45,Female,New,Mobile App
CUS01502,2024-09-25,Chicago,IL,36-45,Female,New,Mobile App
CUS01503,2025-12-22,Dallas,TX,26-35,Female,Regular,Mobile App
CUS01504,2025-09-23,Houston,TX,26-35,Female,New,Mobile App
CUS01505,2024-12-21,Austin,TX,26-35,Female,Regular,Web
CUS01506,2025-11-22,Boston,MA,56+,Male,Regular,Web
CUS01507,2024-09-24,San Jose,CA,26-35,Male,Regular,Mobile App
CUS01508,2025-05-01,San Jose,CA,56+,Female,Premium,Mobile App
CUS01509,2025-01-18,Boston,MA,36-45,Female,Regular,Mobile App
CUS01510,2026-01-09,Seattle,WA,26-35,Female,Regular,Mobile App
CUS01511,2025-10-27,Austin,TX,56+,Male,Regular,Mobile App
CUS01512,2025-11-14,Houston,TX,18-25,Male,New,Mobile App
CUS01513,2024-12-19,Phoenix,AZ,36-45,Female,Regular,Mobile App
CUS01514,2025-06-15,New York,NY,26-35,Female,New,Mobile App
CUS01515,2025-07-30,Dallas,TX,18-25,Female,Regular,Web
CUS01516,2026-01-04,Dallas,TX,18-25,Female,New,Mobile App
CUS01517,2024-08-24,Dallas,TX,18-25,Female,Regular,Mobile App
CUS01518,2024-04-04,New York,NY,26-35,Female,Premium,Mobile App
CUS01519,2024-03-18,San Diego,CA,26-35,Male,New,Mobile App
CUS01520,2025-11-18,Austin,TX,36-45,Female,Regular,Mobile App
CUS01521,2024-11-26,Chicago,IL,26-35,Male,Regular,Mobile App
CUS01522,2024-04-08,Austin,TX,46-55,Female,Regular,Web
CUS01523,2025-05-03,Houston,TX,46-55,Female,Regular,Mobile App
CUS01524,2025-10-19,Austin,TX,46-55,Male,New,Mobile App
CUS01525,2025-06-07,Phoenix,AZ,26-35,Male,Regular,Web
CUS01526,2025-09-04,Boston,MA,36-45,Male,Regular,Mobile App
CUS01527,2025-06-27,San Jose,CA,46-55,Other,New,Mobile App
CUS01528,2024-02-24,San Jose,CA,18-25,Female,Regular,Mobile App
CUS01529,2024-09-24,San Jose,CA,46-55,Female,Regular,Mobile App
CUS01530,2026-01-18,Houston,TX,46-55,Female,Regular,Mobile App
CUS01531,2025-01-06,Dallas,TX,18-25,Female,Regular,Mobile App
CUS01532,2024-04-23,Dallas,TX,18-25,Male,Premium,Web
CUS01533,2025-01-15,San Jose,CA,18-25,Female,Premium,Mobile App
CUS01534,2026-02-21,Austin,TX,26-35,Male,New,Mobile App
CUS01535,2024-07-12,Chicago,IL,46-55,Female,Regular,Mobile App
CUS01536,2025-01-19,Boston,MA,36-45,Male,Premium,Mobile App
CUS01537,2026-02-14,Seattle,WA,46-55,Male,Regular,Web
CUS01538,2026-01-12,Seattle,WA,36-45,Female,New,Web
CUS01539,2025-04-27,Austin,TX,36-45,Male,Regular,Mobile App
CUS01540,2024-09-04,Phoenix,AZ,36-45,Female,New,Mobile App
CUS01541,2025-05-04,San Diego,CA,56+,Male,Premium,Mobile App
CUS01542,2025-12-21,Seattle,WA,36-45,Female,New,Mobile App
CUS01543,2025-10-02,Austin,TX,36-45,Female,New,Mobile App
CUS01544,2026-02-05,San Diego,CA,18-25,Female,Regular,Mobile App
CUS01545,2025-07-28,San Jose,CA,18-25,Female,Regular,Mobile App
CUS01546,2026-03-19,San Diego,CA,26-35,Male,Premium,Mobile App
CUS01547,2026-02-17,Seattle,WA,26-35,Other,Regular,Mobile App
CUS01548,2024-02-24,San Jose,CA,56+,Female,New,Mobile App
CUS01549,2024-09-19,San Diego,CA,36-45,Female,Regular,Mobile App
CUS01550,2026-01-16,Seattle,WA,18-25,Female,Regular,Mobile App
CUS01551,2024-06-14,Houston,TX,26-35,Male,Premium,Mobile App
CUS01552,2024-09-19,Austin,TX,26-35,Female,Regular,Mobile App
CUS01553,2026-02-09,Houston,TX,46-55,Female,Regular,Mobile App
CUS01554,2025-10-03,Los Angeles,CA,26-35,Male,Regular,Mobile App
CUS01555,2024-08-11,Phoenix,AZ,26-35,Male,Premium,Web
CUS01556,2024-03-14,Seattle,WA,26-35,Female,Premium,Mobile App
CUS01557,2025-10-13,Chicago,IL,18-25,Male,Regular,Mobile App
CUS01558,2025-07-10,Austin,TX,18-25,Male,Regular,Mobile App
CUS01559,2026-02-13,Philadelphia,PA,26-35,Female,Regular,Web
CUS01560,2024-06-07,San Jose,CA,56+,Female,Premium,Mobile App
CUS01561,2025-01-11,New York,NY,26-35,Female,New,Mobile App
CUS01562,2024-11-02,Chicago,IL,26-35,Female,Regular,Mobile App
CUS01563,2025-07-22,Phoenix,AZ,26-35,Male,Regular,Mobile App
CUS01564,2024-04-04,Chicago,IL,56+,Male,New,Mobile App
CUS01565,2025-02-23,New York,NY,26-35,Female,Regular,Mobile App
CUS01566,2024-02-17,Boston,MA,26-35,Female,Regular,Mobile App
CUS01567,2025-04-05,New York,NY,46-55,Male,Regular,Mobile App
CUS01568,2026-02-12,Dallas,TX,18-25,Male,Regular,Mobile App
CUS01569,2024-03-22,Dallas,TX,56+,Female,Regular,Mobile App
CUS01570,2025-10-20,Seattle,WA,26-35,Female,New,Mobile App
CUS01571,2024-12-19,New York,NY,46-55,Female,New,Mobile App
CUS01572,2025-06-14,Chicago,IL,46-55,Male,New,Web
CUS01573,2024-02-03,Dallas,TX,46-55,Male,New,Mobile App
CUS01574,2025-12-15,Philadelphia,PA,26-35,Male,Regular,Web
CUS01575,2025-01-02,Los Angeles,CA,46-55,Male,Premium,Mobile App
CUS01576,2024-05-26,New York,NY,46-55,Male,Premium,Mobile App
CUS01577,2024-06-03,Philadelphia,PA,26-35,Female,Premium,Mobile App
CUS01578,2025-10-13,Philadelphia,PA,26-35,Female,Regular,Mobile App
CUS01579,2025-10-13,Philadelphia,PA,18-25,Male,Regular,Mobile App
CUS01580,2025-06-16,New York,NY,36-45,Female,New,Mobile App
CUS01581,2024-04-13,Phoenix,AZ,26-35,Female,Regular,Mobile App
CUS01582,2025-11-21,Los Angeles,CA,56+,Male,Regular,Mobile App
