fulfillment_id,transaction_id,est_delivery_min,real_delivery_min,late_minutes,late_status,accuracy_status,user_rating
FLV017032,TRD017032,44,37,0,Prompt,Accurate,5
FLV017033,TRD017033,38,35,0,Prompt,Accurate,4
FLV017034,TRD017034,32,30,0,Prompt,Accurate,5
FLV017035,TRD017035,50,70,20,Late,Accurate,3
FLV017036,TRD017036,58,57,0,Prompt,Accurate,5
FLV017037,TRD017037,37,35,0,Prompt,Accurate,3
FLV017038,TRD017038,82,77,0,Prompt,Accurate,5
FLV017039,TRD017039,55,59,4,Late,Accurate,4
FLV017040,TRD017040,66,66,0,Prompt,Incorrect,3
FLV017041,TRD017041,43,43,0,Prompt,Accurate,3
FLV017042,TRD017042,27,30,3,Late,Accurate,3
FLV017043,TRD017043,32,27,0,Prompt,Accurate,2
FLV017044,TRD017044,57,47,0,Prompt,Accurate,2
FLV017045,TRD017045,37,37,0,Prompt,Accurate,4
FLV017046,TRD017046,56,73,17,Late,Accurate,1
FLV017047,TRD017047,54,53,0,Prompt,Accurate,3
FLV017048,TRD017048,24,29,5,Late,Accurate,3
FLV017049,TRD017049,33,25,0,Prompt,Accurate,1
FLV017050,TRD017050,27,34,7,Late,Accurate,3
FLV017051,TRD017051,57,76,19,Late,Accurate,2
FLV017052,TRD017052,39,28,0,Prompt,Accurate,3
FLV017053,TRD017053,55,62,7,Late,Incomplete,1
FLV017054,TRD017054,37,66,29,Late,Accurate,2
FLV017055,TRD017055,20,16,0,Prompt,Accurate,3
FLV017056,TRD017056,20,23,3,Late,Incomplete,5
FLV017057,TRD017057,15,21,6,Late,Accurate,3
FLV017058,TRD017058,28,56,28,Late,Incomplete,1
FLV017059,TRD017059,57,56,0,Prompt,Incorrect,2
FLV017060,TRD017060,60,94,34,Late,Accurate,1
FLV017061,TRD017061,38,37,0,Prompt,Accurate,3
FLV017062,TRD017062,51,47,0,Prompt,Accurate,3
FLV017063,TRD017063,56,55,0,Prompt,Accurate,3
FLV017064,TRD017064,44,42,0,Prompt,Accurate,3
FLV017065,TRD017065,48,60,12,Late,Accurate,1
FLV017066,TRD017066,16,13,0,Prompt,Accurate,3
FLV017067,TRD017067,57,56,0,Prompt,Accurate,2
FLV017068,TRD017068,31,34,3,Late,Accurate,3
FLV017069,TRD017069,48,53,5,Late,Accurate,3
FLV017070,TRD017070,32,31,0,Prompt,Incorrect,5
FLV017071,TRD017071,47,47,0,Prompt,Accurate,4
FLV017072,TRD017072,51,52,1,Late,Accurate,4
FLV017073,TRD017073,40,28,0,Prompt,Accurate,4
FLV017074,TRD017074,31,55,24,Late,Accurate,1
FLV017075,TRD017075,62,66,4,Late,Accurate,5
FLV017076,TRD017076,46,43,0,Prompt,Accurate,5
FLV017077,TRD017077,40,37,0,Prompt,Accurate,4
FLV017078,TRD017078,47,42,0,Prompt,Accurate,4
FLV017079,TRD017079,26,25,0,Prompt,Accurate,5
FLV017080,TRD017080,87,80,0,Prompt,Accurate,4
FLV017081,TRD017081,55,43,0,Prompt,Accurate,4
FLV017082,TRD017082,43,32,0,Prompt,Accurate,5
FLV017083,TRD017083,33,40,7,Late,Accurate,5
FLV017084,TRD017084,26,23,0,Prompt,Accurate,4
FLV017085,TRD017085,78,73,0,Prompt,Accurate,5
FLV017086,TRD017086,62,89,27,Late,Accurate,3
FLV017087,TRD017087,35,49,14,Late,Accurate,3
FLV017088,TRD017088,37,49,12,Late,Accurate,1
FLV017089,TRD017089,22,17,0,Prompt,Accurate,4
FLV017090,TRD017090,46,46,0,Prompt,Accurate,4
FLV017091,TRD017091,23,15,0,Prompt,Accurate,4
FLV017092,TRD017092,33,35,2,Late,Accurate,3
FLV017093,TRD017093,45,44,0,Prompt,Incomplete,3
FLV017094,TRD017094,53,48,0,Prompt,Accurate,4
FLV017095,TRD017095,56,57,1,Late,Accurate,4
FLV017096,TRD017096,57,54,0,Prompt,Incomplete,4
FLV017097,TRD017097,26,42,16,Late,Accurate,2
FLV017098,TRD017098,21,20,0,Prompt,Incorrect,5
FLV017099,TRD017099,41,37,0,Prompt,Accurate,4
FLV017100,TRD017100,18,14,0,Prompt,Accurate,5
FLV017101,TRD017101,35,31,0,Prompt,Accurate,2
FLV017102,TRD017102,53,62,9,Late,Accurate,2
FLV017103,TRD017103,46,36,0,Prompt,Accurate,5
FLV017104,TRD017104,25,32,7,Late,Accurate,4
FLV017105,TRD017105,20,12,0,Prompt,Accurate,4
FLV017106,TRD017106,15,12,0,Prompt,Accurate,4
FLV017107,TRD017107,28,25,0,Prompt,Accurate,3
FLV017108,TRD017108,31,33,2,Late,Accurate,5
FLV017109,TRD017109,32,31,0,Prompt,Accurate,3
FLV017110,TRD017110,38,42,4,Late,Accurate,4
FLV017111,TRD017111,43,37,0,Prompt,Accurate,4
FLV017112,TRD017112,63,77,14,Late,Accurate,2
FLV017113,TRD017113,32,25,0,Prompt,Accurate,4
FLV017114,TRD017114,33,32,0,Prompt,Incomplete,4
FLV017115,TRD017115,70,65,0,Prompt,Accurate,5
FLV017116,TRD017116,44,43,0,Prompt,Accurate,4
FLV017117,TRD017117,22,23,1,Late,Accurate,3
FLV017118,TRD017118,34,33,0,Prompt,Incorrect,3
FLV017119,TRD017119,65,66,1,Late,Incomplete,4
FLV017120,TRD017120,22,19,0,Prompt,Accurate,3
FLV017121,TRD017121,54,53,0,Prompt,Accurate,4
FLV017122,TRD017122,45,65,20,Late,Accurate,3
FLV017123,TRD017123,39,37,0,Prompt,Accurate,3
FLV017124,TRD017124,41,38,0,Prompt,Incorrect,4
FLV017125,TRD017125,22,19,0,Prompt,Incomplete,3
FLV017126,TRD017126,57,53,0,Prompt,Accurate,4
FLV017127,TRD017127,84,75,0,Prompt,Accurate,4
FLV017128,TRD017128,54,79,25,Late,Accurate,2
FLV017129,TRD017129,51,90,39,Late,Accurate,1
FLV017130,TRD017130,42,57,15,Late,Accurate,1
FLV017131,TRD017131,60,57,0,Prompt,Accurate,4
FLV017132,TRD017132,64,70,6,Late,Accurate,4
FLV017133,TRD017133,63,68,5,Late,Accurate,4
FLV017134,TRD017134,74,95,21,Late,Accurate,1
FLV017135,TRD017135,31,29,0,Prompt,Incomplete,4
FLV017136,TRD017136,40,36,0,Prompt,Accurate,4
FLV017137,TRD017137,31,30,0,Prompt,Accurate,4
FLV017138,TRD017138,35,35,0,Prompt,Accurate,4
FLV017139,TRD017139,46,53,7,Late,Accurate,5
FLV017140,TRD017140,61,52,0,Prompt,Accurate,5
FLV017141,TRD017141,43,42,0,Prompt,Accurate,4
FLV017142,TRD017142,41,38,0,Prompt,Accurate,5
FLV017143,TRD017143,19,12,0,Prompt,Accurate,5
FLV017144,TRD017144,59,58,0,Prompt,Accurate,4
FLV017145,TRD017145,55,61,6,Late,Accurate,3
FLV017146,TRD017146,85,90,5,Late,Accurate,5
FLV017147,TRD017147,51,75,24,Late,Accurate,3
FLV017148,TRD017148,50,46,0,Prompt,Accurate,4
FLV017149,TRD017149,61,50,0,Prompt,Accurate,4
FLV017150,TRD017150,51,55,4,Late,Incorrect,5
FLV017151,TRD017151,37,39,2,Late,Incomplete,5
FLV017152,TRD017152,20,10,0,Prompt,Accurate,5
FLV017153,TRD017153,51,54,3,Late,Accurate,5
FLV017154,TRD017154,62,61,0,Prompt,Accurate,5
FLV017155,TRD017155,50,48,0,Prompt,Accurate,4
FLV017156,TRD017156,31,25,0,Prompt,Accurate,4
FLV017157,TRD017157,51,51,0,Prompt,Accurate,4
FLV017158,TRD017158,54,49,0,Prompt,Accurate,4
FLV017159,TRD017159,59,57,0,Prompt,Accurate,3
FLV017160,TRD017160,27,32,5,Late,Accurate,4
FLV017161,TRD017161,32,26,0,Prompt,Accurate,5
FLV017162,TRD017162,88,82,0,Prompt,Accurate,3
FLV017163,TRD017163,34,24,0,Prompt,Accurate,4
FLV017164,TRD017164,62,65,3,Late,Accurate,4
FLV017165,TRD017165,36,36,0,Prompt,Accurate,3
FLV017166,TRD017166,60,60,0,Prompt,Accurate,4
FLV017167,TRD017167,42,43,1,Late,Accurate,4
FLV017168,TRD017168,43,50,7,Late,Accurate,3
FLV017169,TRD017169,64,62,0,Prompt,Accurate,3
FLV017170,TRD017170,34,38,4,Late,Accurate,3
FLV017171,TRD017171,38,50,12,Late,Accurate,3
FLV017172,TRD017172,29,66,37,Late,Accurate,3
FLV017173,TRD017173,59,58,0,Prompt,Accurate,3
FLV017174,TRD017174,48,44,0,Prompt,Accurate,4
FLV017175,TRD017175,15,15,0,Prompt,Accurate,5
FLV017176,TRD017176,48,46,0,Prompt,Accurate,4
FLV017177,TRD017177,59,67,8,Late,Accurate,3
FLV017178,TRD017178,44,33,0,Prompt,Incomplete,5
FLV017179,TRD017179,47,40,0,Prompt,Accurate,3
FLV017180,TRD017180,54,60,6,Late,Accurate,2
FLV017181,TRD017181,30,17,0,Prompt,Accurate,4
FLV017182,TRD017182,59,67,8,Late,Accurate,4
FLV017183,TRD017183,56,61,5,Late,Accurate,4
FLV017184,TRD017184,66,84,18,Late,Accurate,2
FLV017185,TRD017185,33,31,0,Prompt,Accurate,4
FLV017186,TRD017186,86,80,0,Prompt,Accurate,5
FLV017187,TRD017187,70,73,3,Late,Incorrect,4
FLV017188,TRD017188,72,77,5,Late,Accurate,4
FLV017189,TRD017189,47,73,26,Late,Accurate,2
FLV017190,TRD017190,49,39,0,Prompt,Accurate,4
FLV017191,TRD017191,56,47,0,Prompt,Accurate,5
FLV017192,TRD017192,75,99,24,Late,Accurate,4
FLV017193,TRD017193,41,71,30,Late,Accurate,2
FLV017194,TRD017194,30,19,0,Prompt,Incomplete,4
FLV017195,TRD017195,38,41,3,Late,Accurate,4
FLV017196,TRD017196,60,55,0,Prompt,Accurate,4
FLV017197,TRD017197,32,28,0,Prompt,Accurate,4
FLV017198,TRD017198,52,51,0,Prompt,Accurate,3
FLV017199,TRD017199,44,42,0,Prompt,Incomplete,4
FLV017200,TRD017200,15,26,11,Late,Accurate,2
FLV017201,TRD017201,23,22,0,Prompt,Accurate,4
FLV017202,TRD017202,71,69,0,Prompt,Accurate,4
FLV017203,TRD017203,81,75,0,Prompt,Accurate,3
FLV017204,TRD017204,61,78,17,Late,Accurate,2
FLV017205,TRD017205,49,42,0,Prompt,Accurate,3
FLV017206,TRD017206,37,32,0,Prompt,Accurate,4
FLV017207,TRD017207,95,88,0,Prompt,Accurate,5
FLV017208,TRD017208,34,40,6,Late,Accurate,5
FLV017209,TRD017209,39,44,5,Late,Accurate,4
FLV017210,TRD017210,40,49,9,Late,Accurate,5
FLV017211,TRD017211,39,46,7,Late,Accurate,4
FLV017212,TRD017212,34,39,5,Late,Accurate,1
FLV017213,TRD017213,53,47,0,Prompt,Accurate,3
FLV017214,TRD017214,44,39,0,Prompt,Accurate,5
FLV017215,TRD017215,36,38,2,Late,Accurate,5
FLV017216,TRD017216,42,43,1,Late,Accurate,5
FLV017217,TRD017217,43,47,4,Late,Accurate,5
FLV017218,TRD017218,49,56,7,Late,Incomplete,4
FLV017219,TRD017219,45,60,15,Late,Accurate,5
FLV017220,TRD017220,58,55,0,Prompt,Accurate,5
FLV017221,TRD017221,49,54,5,Late,Accurate,5
FLV017222,TRD017222,81,110,29,Late,Accurate,5
FLV017223,TRD017223,75,72,0,Prompt,Accurate,5
FLV017224,TRD017224,16,18,2,Late,Accurate,5
FLV017225,TRD017225,42,40,0,Prompt,Accurate,5
FLV017226,TRD017226,32,34,2,Late,Accurate,5
FLV017227,TRD017227,54,55,1,Late,Accurate,5
FLV017228,TRD017228,52,46,0,Prompt,Accurate,5
FLV017229,TRD017229,54,47,0,Prompt,Accurate,5
FLV017230,TRD017230,43,44,1,Late,Accurate,3
FLV017231,TRD017231,25,27,2,Late,Accurate,4
FLV017232,TRD017232,52,66,14,Late,Accurate,3
FLV017233,TRD017233,27,16,0,Prompt,Accurate,5
FLV017234,TRD017234,61,69,8,Late,Accurate,3
FLV017235,TRD017235,43,46,3,Late,Accurate,5
FLV017236,TRD017236,51,60,9,Late,Accurate,2
FLV017237,TRD017237,36,49,13,Late,Accurate,5
FLV017238,TRD017238,63,53,0,Prompt,Accurate,5
FLV017239,TRD017239,49,54,5,Late,Accurate,5
FLV017240,TRD017240,43,40,0,Prompt,Accurate,5
FLV017241,TRD017241,48,42,0,Prompt,Accurate,5
FLV017242,TRD017242,56,61,5,Late,Accurate,5
FLV017243,TRD017243,90,121,31,Late,Accurate,4
FLV017244,TRD017244,53,48,0,Prompt,Accurate,3
FLV017245,TRD017245,90,78,0,Prompt,Accurate,4
FLV017246,TRD017246,32,33,1,Late,Accurate,5
FLV017247,TRD017247,53,66,13,Late,Accurate,4
FLV017248,TRD017248,43,44,1,Late,Accurate,5
FLV017249,TRD017249,69,67,0,Prompt,Accurate,5
FLV017250,TRD017250,82,75,0,Prompt,Accurate,3
FLV017251,TRD017251,32,25,0,Prompt,Accurate,5
FLV017252,TRD017252,88,78,0,Prompt,Accurate,5
FLV017253,TRD017253,43,46,3,Late,Accurate,3
FLV017254,TRD017254,54,52,0,Prompt,Accurate,3
FLV017255,TRD017255,44,63,19,Late,Accurate,3
FLV017256,TRD017256,28,19,0,Prompt,Accurate,4
FLV017257,TRD017257,41,34,0,Prompt,Accurate,4
FLV017258,TRD017258,62,62,0,Prompt,Accurate,4
FLV017259,TRD017259,35,27,0,Prompt,Incorrect,3
FLV017260,TRD017260,41,42,1,Late,Accurate,5
FLV017261,TRD017261,50,43,0,Prompt,Incomplete,5
FLV017262,TRD017262,45,49,4,Late,Accurate,3
FLV017263,TRD017263,40,40,0,Prompt,Accurate,4
FLV017264,TRD017264,27,20,0,Prompt,Accurate,5
FLV017265,TRD017265,28,21,0,Prompt,Accurate,4
FLV017266,TRD017266,44,40,0,Prompt,Accurate,4
FLV017267,TRD017267,40,42,2,Late,Accurate,5
FLV017268,TRD017268,68,88,20,Late,Incomplete,3
FLV017269,TRD017269,45,40,0,Prompt,Accurate,4
FLV017270,TRD017270,48,47,0,Prompt,Accurate,5
FLV017271,TRD017271,34,49,15,Late,Accurate,3
FLV017272,TRD017272,64,68,4,Late,Accurate,4
FLV017273,TRD017273,53,49,0,Prompt,Accurate,3
FLV017274,TRD017274,50,44,0,Prompt,Accurate,4
FLV017275,TRD017275,57,53,0,Prompt,Accurate,5
FLV017276,TRD017276,47,36,0,Prompt,Accurate,3
FLV017277,TRD017277,58,58,0,Prompt,Accurate,5
FLV017278,TRD017278,50,66,16,Late,Incomplete,4
FLV017279,TRD017279,77,75,0,Prompt,Accurate,5
FLV017280,TRD017280,46,100,54,Late,Accurate,3
FLV017281,TRD017281,51,43,0,Prompt,Accurate,4
FLV017282,TRD017282,44,51,7,Late,Accurate,5
FLV017283,TRD017283,80,103,23,Late,Accurate,3
FLV017284,TRD017284,61,58,0,Prompt,Accurate,5
FLV017285,TRD017285,67,66,0,Prompt,Accurate,5
FLV017286,TRD017286,62,69,7,Late,Accurate,3
FLV017287,TRD017287,68,79,11,Late,Accurate,3
FLV017288,TRD017288,48,52,4,Late,Incomplete,5
FLV017289,TRD017289,48,48,0,Prompt,Accurate,5
FLV017290,TRD017290,56,67,11,Late,Accurate,2
FLV017291,TRD017291,54,69,15,Late,Accurate,2
FLV017292,TRD017292,87,87,0,Prompt,Incorrect,5
FLV017293,TRD017293,41,59,18,Late,Accurate,2
FLV017294,TRD017294,23,10,0,Prompt,Accurate,5
FLV017295,TRD017295,48,50,2,Late,Accurate,4
FLV017296,TRD017296,85,84,0,Prompt,Accurate,5
FLV017297,TRD017297,24,22,0,Prompt,Accurate,5
FLV017298,TRD017298,21,16,0,Prompt,Accurate,5
FLV017299,TRD017299,27,29,2,Late,Accurate,5
FLV017300,TRD017300,45,41,0,Prompt,Accurate,4
FLV017301,TRD017301,55,74,19,Late,Accurate,3
FLV017302,TRD017302,54,54,0,Prompt,Accurate,4
FLV017303,TRD017303,64,60,0,Prompt,Accurate,4
FLV017304,TRD017304,41,29,0,Prompt,Accurate,4
FLV017305,TRD017305,48,79,31,Late,Accurate,1
FLV017306,TRD017306,71,69,0,Prompt,Accurate,4
FLV017307,TRD017307,82,83,1,Late,Incomplete,4
FLV017308,TRD017308,53,49,0,Prompt,Accurate,5
FLV017309,TRD017309,45,38,0,Prompt,Accurate,4
FLV017310,TRD017310,49,35,0,Prompt,Accurate,3
FLV017311,TRD017311,54,51,0,Prompt,Accurate,4
FLV017312,TRD017312,31,33,2,Late,Accurate,5
FLV017313,TRD017313,70,67,0,Prompt,Accurate,4
FLV017314,TRD017314,37,50,13,Late,Accurate,3
FLV017315,TRD017315,42,62,20,Late,Accurate,3
FLV017316,TRD017316,20,50,30,Late,Accurate,2
FLV017317,TRD017317,41,58,17,Late,Incomplete,3
FLV017318,TRD017318,63,70,7,Late,Accurate,3
FLV017319,TRD017319,32,24,0,Prompt,Accurate,4
FLV017320,TRD017320,55,58,3,Late,Incomplete,5
FLV017321,TRD017321,57,58,1,Late,Accurate,5
FLV017322,TRD017322,33,26,0,Prompt,Accurate,4
FLV017323,TRD017323,43,30,0,Prompt,Accurate,3
FLV017324,TRD017324,37,38,1,Late,Accurate,4
FLV017325,TRD017325,54,48,0,Prompt,Accurate,4
FLV017326,TRD017326,75,67,0,Prompt,Accurate,5
FLV017327,TRD017327,84,89,5,Late,Accurate,4
FLV017328,TRD017328,77,73,0,Prompt,Accurate,4
FLV017329,TRD017329,33,30,0,Prompt,Incomplete,4
FLV017330,TRD017330,58,55,0,Prompt,Incomplete,4
FLV017331,TRD017331,27,23,0,Prompt,Accurate,5
FLV017332,TRD017332,15,68,53,Late,Accurate,3
FLV017333,TRD017333,38,29,0,Prompt,Accurate,4
FLV017334,TRD017334,41,46,5,Late,Accurate,2
FLV017335,TRD017335,34,40,6,Late,Accurate,5
FLV017336,TRD017336,45,50,5,Late,Accurate,5
FLV017337,TRD017337,28,89,61,Late,Accurate,3
FLV017338,TRD017338,62,58,0,Prompt,Accurate,3
FLV017339,TRD017339,47,47,0,Prompt,Accurate,4
FLV017340,TRD017340,55,50,0,Prompt,Accurate,5
FLV017341,TRD017341,57,61,4,Late,Accurate,4
FLV017342,TRD017342,37,31,0,Prompt,Incomplete,5
FLV017343,TRD017343,46,43,0,Prompt,Accurate,3
FLV017344,TRD017344,27,59,32,Late,Accurate,2
FLV017345,TRD017345,53,74,21,Late,Accurate,3
FLV017346,TRD017346,35,67,32,Late,Accurate,3
FLV017347,TRD017347,22,24,2,Late,Incomplete,3
FLV017348,TRD017348,30,45,15,Late,Accurate,3
FLV017349,TRD017349,57,56,0,Prompt,Accurate,4
FLV017350,TRD017350,41,38,0,Prompt,Accurate,5
FLV017351,TRD017351,31,26,0,Prompt,Accurate,5
FLV017352,TRD017352,46,53,7,Late,Accurate,4
FLV017353,TRD017353,36,37,1,Late,Accurate,4
FLV017354,TRD017354,16,10,0,Prompt,Accurate,3
FLV017355,TRD017355,68,62,0,Prompt,Accurate,4
FLV017356,TRD017356,53,71,18,Late,Accurate,3
FLV017357,TRD017357,58,59,1,Late,Accurate,3
FLV017358,TRD017358,66,103,37,Late,Accurate,2
FLV017359,TRD017359,90,106,16,Late,Accurate,2
FLV017360,TRD017360,52,48,0,Prompt,Accurate,5
FLV017361,TRD017361,36,40,4,Late,Accurate,4
FLV017362,TRD017362,53,52,0,Prompt,Accurate,4
FLV017363,TRD017363,30,27,0,Prompt,Accurate,4
FLV017364,TRD017364,61,63,2,Late,Accurate,3
FLV017365,TRD017365,37,33,0,Prompt,Accurate,4
FLV017366,TRD017366,27,29,2,Late,Accurate,5
FLV017367,TRD017367,60,55,0,Prompt,Accurate,4
FLV017368,TRD017368,27,30,3,Late,Accurate,4
FLV017369,TRD017369,71,91,20,Late,Accurate,2
FLV017370,TRD017370,30,34,4,Late,Accurate,5
FLV017371,TRD017371,54,67,13,Late,Accurate,4
FLV017372,TRD017372,50,46,0,Prompt,Incorrect,4
FLV017373,TRD017373,63,51,0,Prompt,Accurate,5
FLV017374,TRD017374,44,62,18,Late,Accurate,4
FLV017375,TRD017375,34,27,0,Prompt,Accurate,3
FLV017376,TRD017376,54,78,24,Late,Accurate,3
FLV017377,TRD017377,49,73,24,Late,Accurate,1
FLV017378,TRD017378,51,46,0,Prompt,Accurate,5
FLV017379,TRD017379,48,36,0,Prompt,Accurate,5
FLV017380,TRD017380,35,30,0,Prompt,Accurate,4
FLV017381,TRD017381,52,54,2,Late,Accurate,5
FLV017382,TRD017382,45,60,15,Late,Accurate,4
FLV017383,TRD017383,35,54,19,Late,Accurate,3
FLV017384,TRD017384,37,34,0,Prompt,Accurate,5
FLV017385,TRD017385,49,43,0,Prompt,Accurate,5
FLV017386,TRD017386,20,43,23,Late,Incomplete,4
FLV017387,TRD017387,52,86,34,Late,Accurate,3
FLV017388,TRD017388,32,25,0,Prompt,Accurate,3
FLV017389,TRD017389,18,18,0,Prompt,Accurate,5
FLV017390,TRD017390,31,34,3,Late,Accurate,3
FLV017391,TRD017391,61,57,0,Prompt,Accurate,4
FLV017392,TRD017392,56,65,9,Late,Accurate,3
FLV017393,TRD017393,27,21,0,Prompt,Accurate,5
FLV017394,TRD017394,68,73,5,Late,Accurate,5
FLV017395,TRD017395,74,73,0,Prompt,Accurate,5
FLV017396,TRD017396,44,76,32,Late,Accurate,2
FLV017397,TRD017397,53,44,0,Prompt,Accurate,4
FLV017398,TRD017398,57,58,1,Late,Accurate,4
FLV017399,TRD017399,48,40,0,Prompt,Accurate,5
FLV017400,TRD017400,39,46,7,Late,Accurate,4
FLV017401,TRD017401,20,20,0,Prompt,Accurate,5
FLV017402,TRD017402,61,73,12,Late,Accurate,3
FLV017403,TRD017403,35,48,13,Late,Accurate,2
FLV017404,TRD017404,51,62,11,Late,Accurate,2
FLV017405,TRD017405,34,46,12,Late,Accurate,2
FLV017406,TRD017406,57,76,19,Late,Accurate,4
FLV017407,TRD017407,83,77,0,Prompt,Accurate,5
FLV017408,TRD017408,36,48,12,Late,Accurate,3
FLV017409,TRD017409,53,55,2,Late,Accurate,4
FLV017410,TRD017410,86,89,3,Late,Accurate,3
FLV017411,TRD017411,48,56,8,Late,Accurate,3
FLV017412,TRD017412,39,65,26,Late,Accurate,2
FLV017413,TRD017413,80,73,0,Prompt,Accurate,4
FLV017414,TRD017414,57,71,14,Late,Accurate,3
FLV017415,TRD017415,20,20,0,Prompt,Accurate,4
FLV017416,TRD017416,37,31,0,Prompt,Accurate,4
FLV017417,TRD017417,27,28,1,Late,Accurate,3
FLV017418,TRD017418,19,15,0,Prompt,Accurate,3
FLV017419,TRD017419,54,53,0,Prompt,Incorrect,2
FLV017420,TRD017420,50,67,17,Late,Accurate,1
FLV017421,TRD017421,32,56,24,Late,Accurate,2
FLV017422,TRD017422,44,76,32,Late,Accurate,1
FLV017423,TRD017423,46,38,0,Prompt,Accurate,3
FLV017424,TRD017424,45,35,0,Prompt,Accurate,3
FLV017425,TRD017425,31,27,0,Prompt,Accurate,4
FLV017426,TRD017426,40,31,0,Prompt,Accurate,3
FLV017427,TRD017427,50,48,0,Prompt,Incomplete,3
FLV017428,TRD017428,59,74,15,Late,Accurate,1
FLV017429,TRD017429,46,49,3,Late,Accurate,5
FLV017430,TRD017430,55,72,17,Late,Accurate,3
FLV017431,TRD017431,75,81,6,Late,Accurate,4
FLV017432,TRD017432,70,73,3,Late,Accurate,4
FLV017433,TRD017433,67,63,0,Prompt,Accurate,5
FLV017434,TRD017434,48,73,25,Late,Accurate,2
FLV017435,TRD017435,49,55,6,Late,Accurate,4
FLV017436,TRD017436,62,84,22,Late,Accurate,3
FLV017437,TRD017437,36,53,17,Late,Accurate,3
FLV017438,TRD017438,35,51,16,Late,Accurate,3
FLV017439,TRD017439,26,33,7,Late,Accurate,5
FLV017440,TRD017440,50,43,0,Prompt,Accurate,4
FLV017441,TRD017441,52,48,0,Prompt,Accurate,4
FLV017442,TRD017442,54,54,0,Prompt,Accurate,5
FLV017443,TRD017443,17,37,20,Late,Accurate,4
FLV017444,TRD017444,20,13,0,Prompt,Accurate,5
FLV017445,TRD017445,31,33,2,Late,Accurate,4
FLV017446,TRD017446,34,26,0,Prompt,Accurate,5
FLV017447,TRD017447,26,38,12,Late,Accurate,3
FLV017448,TRD017448,83,74,0,Prompt,Accurate,5
FLV017449,TRD017449,82,80,0,Prompt,Accurate,4
FLV017450,TRD017450,46,45,0,Prompt,Accurate,5
FLV017451,TRD017451,54,55,1,Late,Accurate,4
FLV017452,TRD017452,17,20,3,Late,Accurate,3
FLV017453,TRD017453,56,55,0,Prompt,Accurate,4
FLV017454,TRD017454,30,51,21,Late,Incomplete,4
FLV017455,TRD017455,35,31,0,Prompt,Accurate,4
FLV017456,TRD017456,45,42,0,Prompt,Accurate,5
FLV017457,TRD017457,48,40,0,Prompt,Accurate,4
FLV017458,TRD017458,27,25,0,Prompt,Accurate,5
FLV017459,TRD017459,28,29,1,Late,Accurate,5
FLV017460,TRD017460,81,79,0,Prompt,Accurate,5
FLV017461,TRD017461,34,34,0,Prompt,Accurate,4
FLV017462,TRD017462,72,109,37,Late,Accurate,2
FLV017463,TRD017463,54,50,0,Prompt,Accurate,5
FLV017464,TRD017464,51,51,0,Prompt,Accurate,5
FLV017465,TRD017465,67,69,2,Late,Accurate,5
FLV017466,TRD017466,37,36,0,Prompt,Incomplete,5
FLV017467,TRD017467,29,32,3,Late,Accurate,4
FLV017468,TRD017468,80,80,0,Prompt,Incomplete,5
FLV017469,TRD017469,51,43,0,Prompt,Accurate,5
FLV017470,TRD017470,34,41,7,Late,Accurate,5
FLV017471,TRD017471,47,50,3,Late,Accurate,5
FLV017472,TRD017472,35,24,0,Prompt,Accurate,5
FLV017473,TRD017473,45,78,33,Late,Accurate,3
FLV017474,TRD017474,47,44,0,Prompt,Accurate,5
FLV017475,TRD017475,44,110,66,Late,Accurate,3
FLV017476,TRD017476,47,43,0,Prompt,Accurate,4
FLV017477,TRD017477,48,54,6,Late,Accurate,5
FLV017478,TRD017478,25,21,0,Prompt,Accurate,5
FLV017479,TRD017479,25,49,24,Late,Accurate,5
FLV017480,TRD017480,53,48,0,Prompt,Accurate,5
FLV017481,TRD017481,51,49,0,Prompt,Accurate,5
FLV017482,TRD017482,41,57,16,Late,Accurate,3
FLV017483,TRD017483,19,17,0,Prompt,Accurate,5
FLV017484,TRD017484,87,120,33,Late,Accurate,4
FLV017485,TRD017485,30,30,0,Prompt,Accurate,5
FLV017486,TRD017486,23,24,1,Late,Accurate,5
FLV017487,TRD017487,68,70,2,Late,Accurate,5
FLV017488,TRD017488,49,47,0,Prompt,Accurate,5
FLV017489,TRD017489,63,63,0,Prompt,Accurate,5
FLV017490,TRD017490,53,54,1,Late,Accurate,5
FLV017491,TRD017491,47,81,34,Late,Accurate,5
FLV017492,TRD017492,52,51,0,Prompt,Accurate,5
FLV017493,TRD017493,55,54,0,Prompt,Accurate,5
FLV017494,TRD017494,52,51,0,Prompt,Accurate,4
FLV017495,TRD017495,84,85,1,Late,Accurate,4
FLV017496,TRD017496,54,90,36,Late,Accurate,4
FLV017497,TRD017497,40,43,3,Late,Accurate,3
FLV017498,TRD017498,25,30,5,Late,Accurate,3
FLV017499,TRD017499,92,83,0,Prompt,Accurate,5
FLV017500,TRD017500,46,38,0,Prompt,Accurate,4
FLV017501,TRD017501,31,29,0,Prompt,Accurate,5
FLV017502,TRD017502,53,52,0,Prompt,Accurate,4
FLV017503,TRD017503,15,10,0,Prompt,Accurate,4
FLV017504,TRD017504,79,74,0,Prompt,Accurate,5
FLV017505,TRD017505,70,75,5,Late,Accurate,3
FLV017506,TRD017506,27,25,0,Prompt,Accurate,5
FLV017507,TRD017507,43,43,0,Prompt,Accurate,5
FLV017508,TRD017508,42,60,18,Late,Accurate,3
FLV017509,TRD017509,77,118,41,Late,Incomplete,1
