delivery_id,order_id,promised_time_min,actual_time_min,delay_minutes,delivery_status,order_accuracy,customer_rating
DLV001514,ORD001514,59,57,0,On-Time,Correct,4
DLV001515,ORD001515,49,45,0,On-Time,Correct,4
DLV001516,ORD001516,57,55,0,On-Time,Correct,5
DLV001517,ORD001517,47,70,23,Delayed,Correct,3
DLV001518,ORD001518,30,25,0,On-Time,Correct,4
DLV001519,ORD001519,58,56,0,On-Time,Correct,4
DLV001520,ORD001520,31,57,26,Delayed,Correct,2
DLV001521,ORD001521,57,53,0,On-Time,Correct,4
DLV001522,ORD001522,54,52,0,On-Time,Correct,4
DLV001523,ORD001523,47,47,0,On-Time,Correct,3
DLV001524,ORD001524,60,57,0,On-Time,Correct,4
DLV001525,ORD001525,26,21,0,On-Time,Correct,4
DLV001526,ORD001526,50,50,0,On-Time,Correct,4
DLV001527,ORD001527,82,77,0,On-Time,Correct,5
DLV001528,ORD001528,46,44,0,On-Time,Correct,4
DLV001529,ORD001529,35,33,0,On-Time,Correct,4
DLV001530,ORD001530,52,50,0,On-Time,Correct,5
DLV001531,ORD001531,55,54,0,On-Time,Correct,4
DLV001532,ORD001532,27,27,0,On-Time,Correct,4
DLV001533,ORD001533,49,74,25,Delayed,Correct,2
DLV001534,ORD001534,26,23,0,On-Time,Correct,3
DLV001535,ORD001535,37,36,0,On-Time,Correct,4
DLV001536,ORD001536,54,53,0,On-Time,Correct,5
DLV001537,ORD001537,49,47,0,On-Time,Correct,4
DLV001538,ORD001538,71,71,0,On-Time,Partial,4
DLV001539,ORD001539,38,55,17,Delayed,Correct,1
DLV001540,ORD001540,40,38,0,On-Time,Correct,4
DLV001541,ORD001541,29,49,20,Delayed,Correct,3
DLV001542,ORD001542,21,18,0,On-Time,Correct,4
DLV001543,ORD001543,48,46,0,On-Time,Correct,4
DLV001544,ORD001544,35,33,0,On-Time,Correct,4
DLV001545,ORD001545,36,45,9,Delayed,Correct,3
DLV001546,ORD001546,26,36,10,Delayed,Correct,2
DLV001547,ORD001547,57,54,0,On-Time,Correct,4
DLV001548,ORD001548,90,85,0,On-Time,Correct,3
DLV001549,ORD001549,35,60,25,Delayed,Partial,2
DLV001550,ORD001550,61,59,0,On-Time,Correct,5
DLV001551,ORD001551,83,104,21,Delayed,Correct,3
DLV001552,ORD001552,42,42,0,On-Time,Correct,5
DLV001553,ORD001553,57,69,12,Delayed,Correct,4
DLV001554,ORD001554,41,36,0,On-Time,Correct,5
DLV001555,ORD001555,87,103,16,Delayed,Wrong,3
DLV001556,ORD001556,58,53,0,On-Time,Correct,5
DLV001557,ORD001557,38,62,24,Delayed,Correct,5
DLV001558,ORD001558,21,21,0,On-Time,Correct,5
DLV001559,ORD001559,20,19,0,On-Time,Correct,5
DLV001560,ORD001560,51,49,0,On-Time,Correct,5
DLV001561,ORD001561,82,101,19,Delayed,Partial,4
DLV001562,ORD001562,29,27,0,On-Time,Correct,4
DLV001563,ORD001563,43,40,0,On-Time,Correct,5
DLV001564,ORD001564,52,84,32,Delayed,Correct,3
DLV001565,ORD001565,15,15,0,On-Time,Correct,5
DLV001566,ORD001566,35,52,17,Delayed,Correct,3
DLV001567,ORD001567,49,48,0,On-Time,Correct,4
DLV001568,ORD001568,43,66,23,Delayed,Correct,3
DLV001569,ORD001569,44,42,0,On-Time,Correct,5
DLV001570,ORD001570,35,31,0,On-Time,Correct,5
DLV001571,ORD001571,56,53,0,On-Time,Correct,5
DLV001572,ORD001572,89,84,0,On-Time,Correct,5
DLV001573,ORD001573,22,29,7,Delayed,Correct,3
DLV001574,ORD001574,42,42,0,On-Time,Correct,5
DLV001575,ORD001575,27,24,0,On-Time,Correct,5
DLV001576,ORD001576,32,41,9,Delayed,Correct,3
DLV001577,ORD001577,44,43,0,On-Time,Correct,4
DLV001578,ORD001578,59,55,0,On-Time,Correct,5
DLV001579,ORD001579,58,55,0,On-Time,Correct,5
DLV001580,ORD001580,46,89,43,Delayed,Wrong,4
DLV001581,ORD001581,53,67,14,Delayed,Correct,4
DLV001582,ORD001582,40,40,0,On-Time,Correct,5
DLV001583,ORD001583,32,56,24,Delayed,Correct,4
DLV001584,ORD001584,30,45,15,Delayed,Correct,3
DLV001585,ORD001585,60,60,0,On-Time,Correct,5
DLV001586,ORD001586,45,43,0,On-Time,Correct,5
DLV001587,ORD001587,31,28,0,On-Time,Correct,5
DLV001588,ORD001588,52,48,0,On-Time,Correct,5
DLV001589,ORD001589,54,51,0,On-Time,Partial,5
DLV001590,ORD001590,38,37,0,On-Time,Wrong,4
DLV001591,ORD001591,32,50,18,Delayed,Correct,4
DLV001592,ORD001592,76,75,0,On-Time,Correct,5
DLV001593,ORD001593,15,15,0,On-Time,Correct,5
DLV001594,ORD001594,69,65,0,On-Time,Partial,5
DLV001595,ORD001595,90,88,0,On-Time,Correct,5
DLV001596,ORD001596,40,48,8,Delayed,Correct,4
DLV001597,ORD001597,37,34,0,On-Time,Correct,5
DLV001598,ORD001598,34,57,23,Delayed,Correct,4
DLV001599,ORD001599,45,43,0,On-Time,Correct,5
DLV001600,ORD001600,52,51,0,On-Time,Correct,5
DLV001601,ORD001601,29,27,0,On-Time,Wrong,5
DLV001602,ORD001602,54,53,0,On-Time,Correct,5
DLV001603,ORD001603,18,17,0,On-Time,Correct,5
DLV001604,ORD001604,49,47,0,On-Time,Correct,5
DLV001605,ORD001605,88,86,0,On-Time,Correct,5
DLV001606,ORD001606,83,83,0,On-Time,Correct,5
DLV001607,ORD001607,39,39,0,On-Time,Correct,5
DLV001608,ORD001608,57,53,0,On-Time,Correct,5
DLV001609,ORD001609,54,53,0,On-Time,Correct,5
DLV001610,ORD001610,85,84,0,On-Time,Partial,5
DLV001611,ORD001611,50,48,0,On-Time,Correct,5
DLV001612,ORD001612,63,61,0,On-Time,Correct,5
DLV001613,ORD001613,42,37,0,On-Time,Correct,5
DLV001614,ORD001614,52,50,0,On-Time,Correct,5
DLV001615,ORD001615,52,50,0,On-Time,Correct,5
DLV001616,ORD001616,30,52,22,Delayed,Correct,3
DLV001617,ORD001617,59,83,24,Delayed,Correct,3
DLV001618,ORD001618,45,44,0,On-Time,Correct,5
DLV001619,ORD001619,33,32,0,On-Time,Correct,5
DLV001620,ORD001620,50,46,0,On-Time,Correct,5
DLV001621,ORD001621,56,52,0,On-Time,Correct,5
DLV001622,ORD001622,22,19,0,On-Time,Partial,5
DLV001623,ORD001623,56,51,0,On-Time,Correct,5
DLV001624,ORD001624,50,50,0,On-Time,Correct,5
DLV001625,ORD001625,40,63,23,Delayed,Correct,4
DLV001626,ORD001626,34,29,0,On-Time,Correct,5
DLV001627,ORD001627,65,61,0,On-Time,Correct,5
DLV001628,ORD001628,83,108,25,Delayed,Correct,3
DLV001629,ORD001629,32,38,6,Delayed,Correct,3
DLV001630,ORD001630,17,15,0,On-Time,Partial,4
DLV001631,ORD001631,55,54,0,On-Time,Correct,5
DLV001632,ORD001632,55,85,30,Delayed,Correct,3
DLV001633,ORD001633,44,63,19,Delayed,Correct,3
DLV001634,ORD001634,37,35,0,On-Time,Correct,5
DLV001635,ORD001635,50,50,0,On-Time,Correct,5
DLV001636,ORD001636,39,35,0,On-Time,Correct,5
DLV001637,ORD001637,54,53,0,On-Time,Correct,5
DLV001638,ORD001638,46,42,0,On-Time,Partial,5
DLV001639,ORD001639,32,32,0,On-Time,Correct,5
DLV001640,ORD001640,37,36,0,On-Time,Correct,4
DLV001641,ORD001641,85,81,0,On-Time,Correct,5
DLV001642,ORD001642,48,43,0,On-Time,Correct,5
DLV001643,ORD001643,38,38,0,On-Time,Correct,4
DLV001644,ORD001644,60,60,0,On-Time,Correct,5
DLV001645,ORD001645,44,60,16,Delayed,Correct,3
DLV001646,ORD001646,75,73,0,On-Time,Correct,5
DLV001647,ORD001647,55,51,0,On-Time,Correct,5
DLV001648,ORD001648,55,55,0,On-Time,Correct,5
DLV001649,ORD001649,46,45,0,On-Time,Correct,4
DLV001650,ORD001650,22,20,0,On-Time,Correct,5
DLV001651,ORD001651,36,36,0,On-Time,Correct,5
DLV001652,ORD001652,59,73,14,Delayed,Correct,4
DLV001653,ORD001653,90,85,0,On-Time,Correct,5
DLV001654,ORD001654,53,50,0,On-Time,Correct,4
DLV001655,ORD001655,55,55,0,On-Time,Correct,5
DLV001656,ORD001656,34,31,0,On-Time,Correct,5
DLV001657,ORD001657,28,26,0,On-Time,Correct,5
DLV001658,ORD001658,35,34,0,On-Time,Correct,5
DLV001659,ORD001659,52,48,0,On-Time,Correct,5
DLV001660,ORD001660,19,35,16,Delayed,Wrong,3
DLV001661,ORD001661,24,19,0,On-Time,Correct,5
DLV001662,ORD001662,38,71,33,Delayed,Correct,4
DLV001663,ORD001663,48,46,0,On-Time,Correct,4
DLV001664,ORD001664,33,30,0,On-Time,Correct,5
DLV001665,ORD001665,33,30,0,On-Time,Correct,5
DLV001666,ORD001666,52,101,49,Delayed,Correct,3
DLV001667,ORD001667,52,51,0,On-Time,Correct,5
DLV001668,ORD001668,47,63,16,Delayed,Wrong,3
DLV001669,ORD001669,52,47,0,On-Time,Wrong,5
DLV001670,ORD001670,53,48,0,On-Time,Correct,5
DLV001671,ORD001671,83,94,11,Delayed,Correct,3
DLV001672,ORD001672,32,59,27,Delayed,Correct,5
DLV001673,ORD001673,27,27,0,On-Time,Correct,5
DLV001674,ORD001674,83,83,0,On-Time,Correct,5
DLV001675,ORD001675,58,96,38,Delayed,Partial,3
DLV001676,ORD001676,41,38,0,On-Time,Correct,5
DLV001677,ORD001677,52,63,11,Delayed,Correct,4
DLV001678,ORD001678,17,16,0,On-Time,Correct,5
DLV001679,ORD001679,18,18,0,On-Time,Correct,5
DLV001680,ORD001680,17,13,0,On-Time,Correct,5
DLV001681,ORD001681,22,17,0,On-Time,Correct,4
DLV001682,ORD001682,82,104,22,Delayed,Correct,3
DLV001683,ORD001683,27,52,25,Delayed,Correct,4
DLV001684,ORD001684,55,80,25,Delayed,Correct,3
DLV001685,ORD001685,76,75,0,On-Time,Correct,4
DLV001686,ORD001686,39,37,0,On-Time,Correct,5
DLV001687,ORD001687,25,44,19,Delayed,Correct,1
DLV001688,ORD001688,49,58,9,Delayed,Correct,3
DLV001689,ORD001689,46,44,0,On-Time,Correct,4
DLV001690,ORD001690,51,47,0,On-Time,Partial,4
DLV001691,ORD001691,84,84,0,On-Time,Partial,4
DLV001692,ORD001692,56,52,0,On-Time,Correct,4
DLV001693,ORD001693,56,55,0,On-Time,Correct,5
DLV001694,ORD001694,23,64,41,Delayed,Correct,2
DLV001695,ORD001695,50,47,0,On-Time,Correct,4
DLV001696,ORD001696,21,20,0,On-Time,Correct,4
DLV001697,ORD001697,56,53,0,On-Time,Correct,3
DLV001698,ORD001698,55,55,0,On-Time,Correct,5
DLV001699,ORD001699,51,47,0,On-Time,Correct,3
DLV001700,ORD001700,41,40,0,On-Time,Correct,4
DLV001701,ORD001701,57,108,51,Delayed,Correct,1
DLV001702,ORD001702,37,36,0,On-Time,Partial,4
DLV001703,ORD001703,56,52,0,On-Time,Correct,4
DLV001704,ORD001704,47,56,9,Delayed,Partial,2
DLV001705,ORD001705,55,51,0,On-Time,Correct,4
DLV001706,ORD001706,71,70,0,On-Time,Correct,4
DLV001707,ORD001707,46,44,0,On-Time,Correct,4
DLV001708,ORD001708,50,84,34,Delayed,Correct,2
DLV001709,ORD001709,29,24,0,On-Time,Correct,3
DLV001710,ORD001710,46,42,0,On-Time,Correct,4
DLV001711,ORD001711,53,49,0,On-Time,Correct,4
DLV001712,ORD001712,19,18,0,On-Time,Correct,4
DLV001713,ORD001713,83,82,0,On-Time,Correct,4
DLV001714,ORD001714,24,38,14,Delayed,Correct,2
DLV001715,ORD001715,47,45,0,On-Time,Correct,4
DLV001716,ORD001716,39,38,0,On-Time,Correct,3
DLV001717,ORD001717,51,48,0,On-Time,Correct,4
DLV001718,ORD001718,52,49,0,On-Time,Correct,5
DLV001719,ORD001719,30,30,0,On-Time,Correct,4
DLV001720,ORD001720,59,55,0,On-Time,Correct,4
DLV001721,ORD001721,30,26,0,On-Time,Correct,4
DLV001722,ORD001722,46,44,0,On-Time,Correct,5
DLV001723,ORD001723,59,57,0,On-Time,Correct,4
DLV001724,ORD001724,16,15,0,On-Time,Correct,5
DLV001725,ORD001725,57,52,0,On-Time,Correct,5
DLV001726,ORD001726,66,63,0,On-Time,Correct,5
DLV001727,ORD001727,30,26,0,On-Time,Correct,5
DLV001728,ORD001728,19,17,0,On-Time,Correct,5
DLV001729,ORD001729,20,26,6,Delayed,Partial,4
DLV001730,ORD001730,45,43,0,On-Time,Correct,5
DLV001731,ORD001731,34,32,0,On-Time,Correct,5
DLV001732,ORD001732,49,46,0,On-Time,Correct,4
DLV001733,ORD001733,47,66,19,Delayed,Correct,3
DLV001734,ORD001734,54,49,0,On-Time,Correct,5
DLV001735,ORD001735,48,45,0,On-Time,Correct,5
DLV001736,ORD001736,44,40,0,On-Time,Correct,4
DLV001737,ORD001737,80,75,0,On-Time,Correct,5
DLV001738,ORD001738,61,56,0,On-Time,Correct,3
DLV001739,ORD001739,35,56,21,Delayed,Correct,3
DLV001740,ORD001740,47,60,13,Delayed,Correct,2
DLV001741,ORD001741,71,70,0,On-Time,Correct,4
DLV001742,ORD001742,30,30,0,On-Time,Correct,4
DLV001743,ORD001743,45,45,0,On-Time,Correct,3
DLV001744,ORD001744,48,45,0,On-Time,Correct,3
DLV001745,ORD001745,39,35,0,On-Time,Correct,4
DLV001746,ORD001746,41,41,0,On-Time,Correct,3
DLV001747,ORD001747,50,45,0,On-Time,Correct,4
DLV001748,ORD001748,78,106,28,Delayed,Correct,2
DLV001749,ORD001749,25,25,0,On-Time,Partial,2
DLV001750,ORD001750,35,33,0,On-Time,Correct,4
DLV001751,ORD001751,44,42,0,On-Time,Correct,4
DLV001752,ORD001752,46,44,0,On-Time,Correct,3
DLV001753,ORD001753,42,40,0,On-Time,Correct,3
DLV001754,ORD001754,71,91,20,Delayed,Correct,2
DLV001755,ORD001755,53,49,0,On-Time,Correct,4
DLV001756,ORD001756,49,48,0,On-Time,Correct,3
DLV001757,ORD001757,28,24,0,On-Time,Correct,3
DLV001758,ORD001758,47,99,52,Delayed,Correct,2
DLV001759,ORD001759,39,38,0,On-Time,Correct,3
DLV001760,ORD001760,44,42,0,On-Time,Correct,4
DLV001761,ORD001761,47,58,11,Delayed,Correct,2
DLV001762,ORD001762,60,58,0,On-Time,Correct,4
DLV001763,ORD001763,81,130,49,Delayed,Correct,2
DLV001764,ORD001764,57,55,0,On-Time,Correct,4
DLV001765,ORD001765,46,43,0,On-Time,Correct,4
DLV001766,ORD001766,26,24,0,On-Time,Correct,4
DLV001767,ORD001767,15,12,0,On-Time,Correct,5
DLV001768,ORD001768,47,45,0,On-Time,Correct,5
DLV001769,ORD001769,25,22,0,On-Time,Correct,5
DLV001770,ORD001770,39,36,0,On-Time,Correct,5
DLV001771,ORD001771,15,10,0,On-Time,Correct,5
DLV001772,ORD001772,56,51,0,On-Time,Correct,4
DLV001773,ORD001773,66,61,0,On-Time,Correct,5
DLV001774,ORD001774,75,71,0,On-Time,Correct,4
DLV001775,ORD001775,41,41,0,On-Time,Correct,4
DLV001776,ORD001776,50,45,0,On-Time,Correct,5
DLV001777,ORD001777,32,28,0,On-Time,Partial,5
DLV001778,ORD001778,49,45,0,On-Time,Correct,4
DLV001779,ORD001779,50,49,0,On-Time,Correct,5
DLV001780,ORD001780,31,26,0,On-Time,Correct,5
DLV001781,ORD001781,49,44,0,On-Time,Correct,4
DLV001782,ORD001782,20,15,0,On-Time,Correct,4
DLV001783,ORD001783,29,28,0,On-Time,Correct,4
DLV001784,ORD001784,51,50,0,On-Time,Correct,5
DLV001785,ORD001785,33,29,0,On-Time,Correct,4
DLV001786,ORD001786,20,19,0,On-Time,Correct,5
DLV001787,ORD001787,35,34,0,On-Time,Correct,5
DLV001788,ORD001788,38,33,0,On-Time,Correct,5
DLV001789,ORD001789,46,59,13,Delayed,Correct,4
DLV001790,ORD001790,50,45,0,On-Time,Correct,4
DLV001791,ORD001791,50,50,0,On-Time,Correct,5
DLV001792,ORD001792,16,13,0,On-Time,Correct,5
DLV001793,ORD001793,31,30,0,On-Time,Correct,5
DLV001794,ORD001794,48,44,0,On-Time,Correct,5
DLV001795,ORD001795,43,63,20,Delayed,Correct,3
DLV001796,ORD001796,60,92,32,Delayed,Correct,4
DLV001797,ORD001797,59,59,0,On-Time,Correct,5
DLV001798,ORD001798,59,59,0,On-Time,Correct,5
DLV001799,ORD001799,17,39,22,Delayed,Correct,2
DLV001800,ORD001800,40,40,0,On-Time,Correct,5
DLV001801,ORD001801,87,107,20,Delayed,Correct,3
DLV001802,ORD001802,82,79,0,On-Time,Partial,5
DLV001803,ORD001803,81,81,0,On-Time,Correct,4
DLV001804,ORD001804,52,68,16,Delayed,Correct,3
DLV001805,ORD001805,57,67,10,Delayed,Correct,2
DLV001806,ORD001806,29,26,0,On-Time,Correct,4
DLV001807,ORD001807,22,20,0,On-Time,Correct,5
DLV001808,ORD001808,63,59,0,On-Time,Correct,5
DLV001809,ORD001809,38,38,0,On-Time,Correct,4
DLV001810,ORD001810,32,31,0,On-Time,Correct,5
DLV001811,ORD001811,66,61,0,On-Time,Correct,5
DLV001812,ORD001812,83,83,0,On-Time,Correct,4
DLV001813,ORD001813,43,43,0,On-Time,Correct,5
DLV001814,ORD001814,74,69,0,On-Time,Correct,5
DLV001815,ORD001815,55,78,23,Delayed,Partial,3
DLV001816,ORD001816,15,15,0,On-Time,Correct,4
DLV001817,ORD001817,32,32,0,On-Time,Correct,5
DLV001818,ORD001818,28,42,14,Delayed,Partial,3
DLV001819,ORD001819,59,103,44,Delayed,Correct,2
DLV001820,ORD001820,28,25,0,On-Time,Correct,5
DLV001821,ORD001821,76,74,0,On-Time,Partial,4
DLV001822,ORD001822,51,50,0,On-Time,Correct,5
DLV001823,ORD001823,26,24,0,On-Time,Correct,5
DLV001824,ORD001824,83,123,40,Delayed,Correct,4
DLV001825,ORD001825,55,55,0,On-Time,Correct,5
DLV001826,ORD001826,19,19,0,On-Time,Correct,5
DLV001827,ORD001827,70,69,0,On-Time,Correct,5
DLV001828,ORD001828,44,40,0,On-Time,Correct,4
DLV001829,ORD001829,52,50,0,On-Time,Correct,5
DLV001830,ORD001830,52,66,14,Delayed,Correct,3
DLV001831,ORD001831,45,65,20,Delayed,Correct,3
DLV001832,ORD001832,49,45,0,On-Time,Partial,5
DLV001833,ORD001833,28,28,0,On-Time,Correct,5
DLV001834,ORD001834,31,26,0,On-Time,Correct,5
DLV001835,ORD001835,33,59,26,Delayed,Correct,4
DLV001836,ORD001836,32,55,23,Delayed,Correct,5
DLV001837,ORD001837,60,59,0,On-Time,Correct,5
DLV001838,ORD001838,53,48,0,On-Time,Correct,5
DLV001839,ORD001839,81,81,0,On-Time,Correct,5
DLV001840,ORD001840,17,48,31,Delayed,Correct,3
DLV001841,ORD001841,42,40,0,On-Time,Correct,4
DLV001842,ORD001842,55,54,0,On-Time,Correct,5
DLV001843,ORD001843,42,52,10,Delayed,Correct,4
DLV001844,ORD001844,86,84,0,On-Time,Correct,5
DLV001845,ORD001845,58,57,0,On-Time,Partial,5
DLV001846,ORD001846,55,51,0,On-Time,Correct,5
DLV001847,ORD001847,35,41,6,Delayed,Partial,3
DLV001848,ORD001848,73,133,60,Delayed,Correct,4
DLV001849,ORD001849,62,61,0,On-Time,Correct,5
DLV001850,ORD001850,56,55,0,On-Time,Correct,5
DLV001851,ORD001851,55,50,0,On-Time,Correct,5
DLV001852,ORD001852,31,62,31,Delayed,Correct,4
DLV001853,ORD001853,30,75,45,Delayed,Partial,3
DLV001854,ORD001854,25,21,0,On-Time,Correct,4
DLV001855,ORD001855,37,36,0,On-Time,Correct,5
DLV001856,ORD001856,52,69,17,Delayed,Correct,4
DLV001857,ORD001857,49,45,0,On-Time,Correct,5
DLV001858,ORD001858,88,87,0,On-Time,Correct,5
DLV001859,ORD001859,37,37,0,On-Time,Correct,5
DLV001860,ORD001860,53,51,0,On-Time,Correct,5
DLV001861,ORD001861,41,39,0,On-Time,Correct,5
DLV001862,ORD001862,59,58,0,On-Time,Correct,5
DLV001863,ORD001863,55,83,28,Delayed,Correct,3
DLV001864,ORD001864,58,54,0,On-Time,Correct,5
DLV001865,ORD001865,16,11,0,On-Time,Correct,5
DLV001866,ORD001866,29,24,0,On-Time,Correct,5
DLV001867,ORD001867,56,65,9,Delayed,Correct,4
DLV001868,ORD001868,56,64,8,Delayed,Correct,3
DLV001869,ORD001869,53,51,0,On-Time,Correct,4
DLV001870,ORD001870,85,81,0,On-Time,Correct,3
DLV001871,ORD001871,55,68,13,Delayed,Correct,1
DLV001872,ORD001872,72,81,9,Delayed,Correct,2
DLV001873,ORD001873,32,38,6,Delayed,Correct,3
DLV001874,ORD001874,35,33,0,On-Time,Correct,4
DLV001875,ORD001875,46,46,0,On-Time,Correct,4
DLV001876,ORD001876,39,34,0,On-Time,Correct,4
DLV001877,ORD001877,54,75,21,Delayed,Correct,3
DLV001878,ORD001878,60,59,0,On-Time,Correct,4
DLV001879,ORD001879,52,47,0,On-Time,Correct,4
DLV001880,ORD001880,41,39,0,On-Time,Correct,5
DLV001881,ORD001881,37,37,0,On-Time,Correct,4
DLV001882,ORD001882,55,54,0,On-Time,Correct,5
DLV001883,ORD001883,45,40,0,On-Time,Correct,4
DLV001884,ORD001884,43,43,0,On-Time,Correct,5
DLV001885,ORD001885,36,33,0,On-Time,Correct,4
DLV001886,ORD001886,74,69,0,On-Time,Correct,3
DLV001887,ORD001887,22,42,20,Delayed,Correct,3
DLV001888,ORD001888,38,34,0,On-Time,Correct,5
DLV001889,ORD001889,53,49,0,On-Time,Correct,5
DLV001890,ORD001890,36,35,0,On-Time,Correct,4
DLV001891,ORD001891,42,37,0,On-Time,Correct,4
DLV001892,ORD001892,57,72,15,Delayed,Correct,4
DLV001893,ORD001893,33,42,9,Delayed,Correct,3
DLV001894,ORD001894,30,45,15,Delayed,Correct,3
DLV001895,ORD001895,32,28,0,On-Time,Correct,4
DLV001896,ORD001896,27,25,0,On-Time,Correct,5
DLV001897,ORD001897,32,44,12,Delayed,Correct,3
DLV001898,ORD001898,72,69,0,On-Time,Correct,4
DLV001899,ORD001899,51,51,0,On-Time,Correct,5
DLV001900,ORD001900,49,49,0,On-Time,Partial,5
DLV001901,ORD001901,43,41,0,On-Time,Correct,4
DLV001902,ORD001902,15,12,0,On-Time,Correct,4
DLV001903,ORD001903,83,90,7,Delayed,Correct,3
DLV001904,ORD001904,57,77,20,Delayed,Correct,3
DLV001905,ORD001905,58,57,0,On-Time,Correct,5
DLV001906,ORD001906,37,34,0,On-Time,Correct,4
DLV001907,ORD001907,60,73,13,Delayed,Correct,3
DLV001908,ORD001908,50,63,13,Delayed,Correct,3
DLV001909,ORD001909,33,31,0,On-Time,Correct,4
DLV001910,ORD001910,50,49,0,On-Time,Correct,5
DLV001911,ORD001911,39,39,0,On-Time,Correct,5
DLV001912,ORD001912,47,45,0,On-Time,Correct,5
DLV001913,ORD001913,18,13,0,On-Time,Correct,4
DLV001914,ORD001914,50,46,0,On-Time,Correct,5
DLV001915,ORD001915,46,44,0,On-Time,Correct,5
DLV001916,ORD001916,56,56,0,On-Time,Correct,5
DLV001917,ORD001917,47,47,0,On-Time,Correct,4
DLV001918,ORD001918,38,37,0,On-Time,Correct,5
DLV001919,ORD001919,21,21,0,On-Time,Correct,5
DLV001920,ORD001920,34,29,0,On-Time,Correct,5
DLV001921,ORD001921,27,23,0,On-Time,Correct,5
DLV001922,ORD001922,31,26,0,On-Time,Correct,5
DLV001923,ORD001923,55,55,0,On-Time,Correct,5
DLV001924,ORD001924,51,48,0,On-Time,Correct,5
DLV001925,ORD001925,26,50,24,Delayed,Correct,4
DLV001926,ORD001926,51,47,0,On-Time,Correct,5
DLV001927,ORD001927,56,51,0,On-Time,Correct,5
DLV001928,ORD001928,34,34,0,On-Time,Correct,4
DLV001929,ORD001929,72,72,0,On-Time,Partial,5
DLV001930,ORD001930,43,63,20,Delayed,Correct,3
DLV001931,ORD001931,60,58,0,On-Time,Correct,5
DLV001932,ORD001932,39,34,0,On-Time,Correct,5
DLV001933,ORD001933,36,31,0,On-Time,Correct,5
DLV001934,ORD001934,30,26,0,On-Time,Correct,5
DLV001935,ORD001935,38,36,0,On-Time,Correct,3
DLV001936,ORD001936,79,79,0,On-Time,Correct,3
DLV001937,ORD001937,45,42,0,On-Time,Correct,4
DLV001938,ORD001938,64,63,0,On-Time,Correct,5
DLV001939,ORD001939,44,75,31,Delayed,Correct,3
DLV001940,ORD001940,55,71,16,Delayed,Correct,2
DLV001941,ORD001941,17,60,43,Delayed,Correct,3
DLV001942,ORD001942,53,92,39,Delayed,Correct,1
DLV001943,ORD001943,40,37,0,On-Time,Correct,3
DLV001944,ORD001944,74,69,0,On-Time,Correct,3
DLV001945,ORD001945,88,87,0,On-Time,Correct,3
DLV001946,ORD001946,20,16,0,On-Time,Correct,4
DLV001947,ORD001947,49,57,8,Delayed,Correct,1
DLV001948,ORD001948,41,38,0,On-Time,Correct,3
DLV001949,ORD001949,55,51,0,On-Time,Correct,3
DLV001950,ORD001950,45,41,0,On-Time,Correct,4
DLV001951,ORD001951,43,41,0,On-Time,Correct,3
DLV001952,ORD001952,59,54,0,On-Time,Correct,3
DLV001953,ORD001953,39,34,0,On-Time,Correct,3
DLV001954,ORD001954,49,47,0,On-Time,Correct,3
DLV001955,ORD001955,56,54,0,On-Time,Correct,3
DLV001956,ORD001956,33,32,0,On-Time,Correct,3
DLV001957,ORD001957,49,47,0,On-Time,Correct,5
DLV001958,ORD001958,33,28,0,On-Time,Correct,5
DLV001959,ORD001959,46,44,0,On-Time,Correct,5
DLV001960,ORD001960,73,73,0,On-Time,Correct,5
DLV001961,ORD001961,23,21,0,On-Time,Correct,5
DLV001962,ORD001962,63,62,0,On-Time,Correct,5
DLV001963,ORD001963,40,39,0,On-Time,Correct,5
DLV001964,ORD001964,30,50,20,Delayed,Wrong,3
DLV001965,ORD001965,44,79,35,Delayed,Correct,4
DLV001966,ORD001966,51,47,0,On-Time,Correct,5
DLV001967,ORD001967,45,41,0,On-Time,Partial,5
DLV001968,ORD001968,72,72,0,On-Time,Correct,4
DLV001969,ORD001969,35,32,0,On-Time,Correct,4
DLV001970,ORD001970,40,36,0,On-Time,Wrong,4
DLV001971,ORD001971,41,48,7,Delayed,Correct,3
DLV001972,ORD001972,52,47,0,On-Time,Wrong,3
DLV001973,ORD001973,40,54,14,Delayed,Correct,4
DLV001974,ORD001974,40,57,17,Delayed,Correct,3
DLV001975,ORD001975,31,29,0,On-Time,Correct,5
DLV001976,ORD001976,71,70,0,On-Time,Correct,5
DLV001977,ORD001977,79,76,0,On-Time,Correct,5
DLV001978,ORD001978,22,22,0,On-Time,Correct,5
DLV001979,ORD001979,87,84,0,On-Time,Correct,5
DLV001980,ORD001980,37,49,12,Delayed,Partial,4
DLV001981,ORD001981,60,57,0,On-Time,Correct,4
DLV001982,ORD001982,35,35,0,On-Time,Correct,5
DLV001983,ORD001983,51,51,0,On-Time,Correct,4
DLV001984,ORD001984,50,48,0,On-Time,Correct,4
DLV001985,ORD001985,56,53,0,On-Time,Correct,5
DLV001986,ORD001986,20,15,0,On-Time,Correct,5
DLV001987,ORD001987,81,81,0,On-Time,Correct,5
DLV001988,ORD001988,19,45,26,Delayed,Correct,4
DLV001989,ORD001989,32,27,0,On-Time,Correct,5
DLV001990,ORD001990,43,40,0,On-Time,Correct,5
DLV001991,ORD001991,46,44,0,On-Time,Correct,4
DLV001992,ORD001992,15,12,0,On-Time,Partial,4
DLV001993,ORD001993,38,38,0,On-Time,Correct,4
