user_id,registration_date,location_city,location_state,age_bracket,user_gender,account_segment,device_type
UUS01312,2025-01-14,Dallas,TX,26-35,Female,Elite,App
UUS01313,2025-02-14,Chicago,IL,18-25,Male,Elite,App
UUS01314,2025-08-07,Phoenix,AZ,26-35,Male,Standard,Website
UUS01315,2024-07-03,San Jose,CA,56+,Female,Standard,App
UUS01316,2025-01-02,Chicago,IL,26-35,Female,Standard,App
UUS01317,2024-10-09,New York,NY,46-55,Male,Intro,Website
UUS01318,2026-02-22,Los Angeles,CA,26-35,Female,Intro,App
UUS01319,2024-06-15,Austin,TX,46-55,Male,Elite,App
UUS01320,2024-09-09,Philadelphia,PA,46-55,Female,Standard,App
UUS01321,2024-06-18,Chicago,IL,36-45,Male,Standard,App
UUS01322,2025-09-30,Seattle,WA,46-55,Male,Intro,App
UUS01323,2025-04-04,San Jose,CA,26-35,Male,Standard,App
UUS01324,2024-06-19,Chicago,IL,56+,Male,Standard,App
UUS01325,2025-08-31,New York,NY,56+,Male,Intro,App
UUS01326,2024-03-06,Los Angeles,CA,26-35,Male,Standard,App
UUS01327,2024-05-04,Dallas,TX,26-35,Male,Standard,Website
UUS01328,2025-09-07,Los Angeles,CA,46-55,Female,Standard,App
UUS01329,2026-01-23,Austin,TX,26-35,Female,Elite,App
UUS01330,2025-05-20,New York,NY,36-45,Male,Elite,App
UUS01331,2025-09-04,Dallas,TX,26-35,Female,Standard,App
UUS01332,2024-04-24,San Diego,CA,36-45,Female,Standard,App
UUS01333,2025-06-03,Dallas,TX,56+,Male,Standard,App
UUS01334,2026-02-02,Houston,TX,46-55,Male,Standard,App
UUS01335,2024-04-10,Seattle,WA,36-45,Male,Intro,App
UUS01336,2025-01-08,Los Angeles,CA,26-35,Other,Intro,App
UUS01337,2024-03-13,Houston,TX,26-35,Male,Standard,Website
UUS01338,2024-05-17,San Diego,CA,26-35,Female,Standard,App
UUS01339,2024-11-13,San Diego,CA,56+,Female,Elite,App
UUS01340,2024-02-02,Dallas,TX,18-25,Male,Standard,App
UUS01341,2024-10-29,Chicago,IL,56+,Male,Intro,App
UUS01342,2026-01-13,Phoenix,AZ,26-35,Male,Standard,App
UUS01343,2025-03-25,Los Angeles,CA,56+,Male,Standard,App
UUS01344,2026-01-10,San Jose,CA,46-55,Female,Standard,Website
UUS01345,2025-11-09,Phoenix,AZ,36-45,Female,Elite,App
UUS01346,2024-05-19,Austin,TX,26-35,Male,Intro,Website
UUS01347,2024-06-16,Los Angeles,CA,36-45,Female,Standard,App
UUS01348,2025-03-26,Seattle,WA,18-25,Male,Standard,Website
UUS01349,2025-09-21,Houston,TX,26-35,Female,Intro,Website
UUS01350,2024-12-02,Boston,MA,56+,Male,Standard,App
UUS01351,2026-04-12,Chicago,IL,18-25,Female,Elite,App
UUS01352,2025-04-03,Houston,TX,36-45,Male,Standard,App
UUS01353,2026-02-06,Houston,TX,36-45,Female,Standard,Website
UUS01354,2025-06-03,San Diego,CA,26-35,Male,Intro,Website
UUS01355,2024-04-21,Boston,MA,46-55,Male,Elite,Website
UUS01356,2025-01-24,Los Angeles,CA,56+,Female,Elite,Website
UUS01357,2025-07-08,New York,NY,26-35,Male,Standard,App
UUS01358,2025-11-18,Austin,TX,26-35,Female,Intro,App
UUS01359,2025-10-28,Austin,TX,18-25,Female,Standard,App
UUS01360,2025-08-05,Houston,TX,46-55,Female,Standard,App
UUS01361,2024-04-14,Seattle,WA,36-45,Female,Standard,App
UUS01362,2024-11-08,San Diego,CA,18-25,Female,Intro,App
UUS01363,2025-01-10,Austin,TX,36-45,Male,Standard,App
UUS01364,2025-02-23,Philadelphia,PA,18-25,Female,Standard,App
UUS01365,2024-07-08,Phoenix,AZ,18-25,Female,Elite,Website
UUS01366,2024-09-29,Houston,TX,46-55,Female,Intro,Website
UUS01367,2024-08-21,Chicago,IL,26-35,Female,Standard,App
UUS01368,2024-12-25,San Jose,CA,36-45,Female,Elite,Website
UUS01369,2024-01-15,Philadelphia,PA,36-45,Male,Elite,Website
UUS01370,2026-03-15,Los Angeles,CA,46-55,Other,Standard,App
UUS01371,2026-01-31,Los Angeles,CA,18-25,Male,Elite,Website
UUS01372,2024-12-20,Houston,TX,36-45,Male,Intro,Website
UUS01373,2025-03-27,Austin,TX,36-45,Male,Standard,App
UUS01374,2025-09-03,San Jose,CA,26-35,Male,Intro,App
UUS01375,2026-03-28,New York,NY,36-45,Male,Standard,App
UUS01376,2025-03-04,Los Angeles,CA,26-35,Male,Standard,App
UUS01377,2025-03-06,Seattle,WA,18-25,Male,Standard,App
UUS01378,2025-06-04,Chicago,IL,26-35,Male,Standard,App
UUS01379,2024-03-19,Seattle,WA,36-45,Male,Standard,App
UUS01380,2024-03-19,Boston,MA,18-25,Male,Standard,App
UUS01381,2024-03-16,New York,NY,18-25,Male,Standard,App
UUS01382,2025-08-14,San Diego,CA,18-25,Male,Elite,Website
UUS01383,2025-04-18,Phoenix,AZ,18-25,Female,Standard,Website
UUS01384,2025-05-14,San Diego,CA,26-35,Female,Intro,App
UUS01385,2024-01-08,Austin,TX,26-35,Male,Elite,App
UUS01386,2024-02-18,San Diego,CA,26-35,Male,Intro,App
UUS01387,2024-06-27,San Diego,CA,18-25,Female,Intro,App
UUS01388,2025-07-02,Dallas,TX,46-55,Other,Intro,Website
UUS01389,2024-02-03,Houston,TX,18-25,Female,Standard,App
UUS01390,2025-09-26,Philadelphia,PA,46-55,Male,Standard,App
UUS01391,2024-06-29,Los Angeles,CA,36-45,Female,Standard,App
UUS01392,2024-09-11,Houston,TX,18-25,Female,Standard,App
UUS01393,2025-12-23,Houston,TX,26-35,Female,Standard,App
UUS01394,2023-12-30,Dallas,TX,26-35,Female,Standard,Website
UUS01395,2024-04-10,San Jose,CA,56+,Female,Elite,App
UUS01396,2025-04-07,Seattle,WA,18-25,Female,Elite,Website
UUS01397,2025-06-22,Dallas,TX,36-45,Male,Standard,Website
UUS01398,2025-05-29,Austin,TX,26-35,Female,Elite,App
UUS01399,2025-10-27,Phoenix,AZ,56+,Female,Intro,App
UUS01400,2025-12-05,Houston,TX,26-35,Female,Standard,Website
UUS01401,2025-08-07,Seattle,WA,46-55,Female,Standard,App
UUS01402,2025-12-30,Chicago,IL,18-25,Male,Elite,App
UUS01403,2024-05-31,Phoenix,AZ,46-55,Female,Standard,App
UUS01404,2025-08-16,Los Angeles,CA,36-45,Female,Elite,App
UUS01405,2024-06-03,Philadelphia,PA,18-25,Male,Intro,App
UUS01406,2025-12-26,New York,NY,56+,Male,Intro,App
UUS01407,2025-01-11,Phoenix,AZ,26-35,Male,Elite,Website
UUS01408,2025-09-17,San Diego,CA,26-35,Female,Standard,App
UUS01409,2025-05-31,Chicago,IL,26-35,Male,Standard,App
UUS01410,2024-01-23,Philadelphia,PA,26-35,Male,Standard,Website
UUS01411,2024-12-05,Los Angeles,CA,26-35,Female,Standard,App
UUS01412,2025-07-09,New York,NY,36-45,Female,Intro,App
UUS01413,2024-03-14,Austin,TX,26-35,Female,Elite,App
UUS01414,2024-05-25,San Diego,CA,46-55,Female,Standard,Website
UUS01415,2025-06-12,Los Angeles,CA,18-25,Female,Standard,App
UUS01416,2025-04-18,Philadelphia,PA,18-25,Male,Standard,App
UUS01417,2025-03-11,Chicago,IL,56+,Female,Intro,Website
UUS01418,2025-01-04,Los Angeles,CA,56+,Female,Intro,App
UUS01419,2025-08-20,Los Angeles,CA,36-45,Female,Standard,App
UUS01420,2025-09-24,New York,NY,56+,Female,Elite,App
UUS01421,2024-11-20,Los Angeles,CA,56+,Male,Standard,App
UUS01422,2025-10-03,Philadelphia,PA,56+,Male,Standard,Website
UUS01423,2025-09-26,New York,NY,46-55,Male,Standard,App
UUS01424,2025-08-21,Philadelphia,PA,26-35,Female,Standard,Website
UUS01425,2024-12-08,Austin,TX,26-35,Female,Intro,App
UUS01426,2026-01-11,Seattle,WA,36-45,Male,Standard,App
UUS01427,2025-08-16,Austin,TX,18-25,Female,Intro,Website
UUS01428,2024-11-28,San Diego,CA,26-35,Female,Standard,App
UUS01429,2025-09-29,Philadelphia,PA,56+,Male,Intro,Website
UUS01430,2025-05-18,San Diego,CA,36-45,Female,Elite,App
UUS01431,2026-02-04,Phoenix,AZ,46-55,Female,Intro,Website
UUS01432,2025-01-23,Houston,TX,46-55,Female,Standard,App
UUS01433,2025-10-25,New York,NY,36-45,Male,Elite,Website
UUS01434,2026-04-05,Seattle,WA,36-45,Male,Standard,App
UUS01435,2025-01-24,Philadelphia,PA,56+,Female,Standard,App
UUS01436,2024-09-11,Seattle,WA,18-25,Male,Intro,Website
UUS01437,2025-06-23,Chicago,IL,26-35,Female,Standard,App
UUS01438,2024-11-02,Houston,TX,46-55,Male,Standard,Website
UUS01439,2024-11-20,Seattle,WA,46-55,Male,Standard,App
UUS01440,2025-11-20,New York,NY,36-45,Female,Elite,Website
UUS01441,2026-03-04,New York,NY,26-35,Female,Intro,App
UUS01442,2025-07-17,Boston,MA,36-45,Male,Intro,App
UUS01443,2024-08-12,New York,NY,46-55,Other,Standard,App
UUS01444,2026-04-11,Houston,TX,26-35,Female,Standard,Website
UUS01445,2025-10-25,Los Angeles,CA,46-55,Male,Standard,App
UUS01446,2026-02-21,Chicago,IL,26-35,Male,Standard,App
UUS01447,2024-02-04,Houston,TX,46-55,Female,Standard,Website
UUS01448,2025-08-05,Los Angeles,CA,36-45,Female,Standard,Website
UUS01449,2025-06-23,Austin,TX,26-35,Female,Elite,App
UUS01450,2024-03-23,Philadelphia,PA,18-25,Female,Standard,Website
UUS01451,2025-02-26,Chicago,IL,36-45,Other,Standard,App
UUS01452,2025-10-26,Houston,TX,26-35,Male,Intro,Website
UUS01453,2024-07-22,Dallas,TX,26-35,Female,Elite,App
UUS01454,2025-09-17,Chicago,IL,36-45,Male,Intro,App
UUS01455,2025-04-09,Los Angeles,CA,36-45,Male,Standard,Website
UUS01456,2025-12-12,San Diego,CA,36-45,Male,Standard,App
UUS01457,2026-02-28,Houston,TX,46-55,Female,Elite,App
UUS01458,2025-09-24,Boston,MA,46-55,Female,Standard,App
UUS01459,2025-03-15,Seattle,WA,26-35,Male,Elite,App
UUS01460,2025-10-19,Houston,TX,26-35,Other,Standard,App
UUS01461,2024-12-01,Phoenix,AZ,26-35,Female,Standard,Website
UUS01462,2024-07-09,Dallas,TX,36-45,Male,Standard,App
UUS01463,2025-10-04,New York,NY,26-35,Male,Intro,Website
UUS01464,2024-08-10,Phoenix,AZ,36-45,Male,Standard,App
UUS01465,2024-08-14,Dallas,TX,46-55,Male,Elite,App
UUS01466,2025-09-22,Chicago,IL,46-55,Male,Intro,App
UUS01467,2024-12-10,Houston,TX,36-45,Female,Standard,Website
UUS01468,2025-02-17,Seattle,WA,36-45,Other,Standard,App
UUS01469,2025-01-05,Los Angeles,CA,46-55,Male,Standard,App
UUS01470,2024-03-04,Houston,TX,46-55,Female,Standard,App
UUS01471,2025-09-27,Philadelphia,PA,26-35,Female,Elite,Website
UUS01472,2024-03-14,Boston,MA,26-35,Male,Standard,App
UUS01473,2026-01-04,Dallas,TX,26-35,Female,Standard,App
UUS01474,2024-03-12,New York,NY,36-45,Female,Standard,App
UUS01475,2025-07-27,Phoenix,AZ,26-35,Male,Intro,App
UUS01476,2024-02-02,New York,NY,26-35,Female,Standard,App
UUS01477,2025-06-26,Chicago,IL,46-55,Male,Standard,App
UUS01478,2024-10-23,San Diego,CA,26-35,Male,Standard,App
UUS01479,2024-05-07,Austin,TX,26-35,Female,Intro,Website
UUS01480,2025-08-14,Houston,TX,26-35,Female,Intro,App
UUS01481,2024-03-02,New York,NY,18-25,Female,Standard,Website
UUS01482,2024-01-26,Dallas,TX,46-55,Male,Elite,Website
UUS01483,2024-06-14,Boston,MA,26-35,Male,Standard,App
UUS01484,2024-12-24,Chicago,IL,46-55,Male,Elite,App
UUS01485,2025-09-07,Boston,MA,46-55,Male,Elite,App
UUS01486,2025-05-19,Houston,TX,36-45,Male,Intro,App
UUS01487,2024-05-08,Chicago,IL,36-45,Female,Standard,App
UUS01488,2025-11-16,Chicago,IL,26-35,Female,Intro,App
UUS01489,2025-10-31,Austin,TX,26-35,Female,Standard,App
UUS01490,2024-05-01,Houston,TX,36-45,Female,Intro,Website
UUS01491,2024-06-21,Austin,TX,18-25,Male,Standard,Website
UUS01492,2025-09-03,Boston,MA,36-45,Male,Standard,App
UUS01493,2026-02-01,San Diego,CA,36-45,Female,Intro,App
UUS01494,2024-10-07,Phoenix,AZ,26-35,Male,Elite,App
UUS01495,2024-03-13,Boston,MA,26-35,Female,Standard,App
UUS01496,2025-10-23,San Jose,CA,18-25,Female,Standard,App
UUS01497,2023-12-26,Seattle,WA,18-25,Female,Standard,App
UUS01498,2025-04-12,Chicago,IL,36-45,Male,Intro,App
UUS01499,2025-07-20,Boston,MA,26-35,Female,Elite,App
UUS01500,2024-09-06,San Jose,CA,56+,Female,Standard,App
UUS01501,2024-11-30,San Diego,CA,36-45,Female,Intro,App
UUS01502,2024-08-30,Chicago,IL,36-45,Female,Intro,App
UUS01503,2026-01-16,Dallas,TX,26-35,Female,Standard,App
UUS01504,2025-09-29,Houston,TX,26-35,Female,Intro,App
UUS01505,2024-11-28,Austin,TX,26-35,Female,Standard,Website
UUS01506,2025-12-03,Boston,MA,56+,Male,Standard,Website
UUS01507,2024-10-12,San Jose,CA,26-35,Male,Standard,App
UUS01508,2025-04-28,San Jose,CA,56+,Female,Elite,App
UUS01509,2025-01-18,Boston,MA,36-45,Female,Standard,App
UUS01510,2026-02-05,Seattle,WA,26-35,Female,Standard,App
UUS01511,2025-10-05,Austin,TX,56+,Male,Standard,App
UUS01512,2025-12-07,Houston,TX,18-25,Male,Intro,App
UUS01513,2025-01-08,Phoenix,AZ,36-45,Female,Standard,App
UUS01514,2025-06-13,New York,NY,26-35,Female,Intro,App
UUS01515,2025-07-13,Dallas,TX,18-25,Female,Standard,Website
UUS01516,2026-01-13,Dallas,TX,18-25,Female,Intro,App
UUS01517,2024-09-03,Dallas,TX,18-25,Female,Standard,App
UUS01518,2024-03-26,New York,NY,26-35,Female,Elite,App
UUS01519,2024-02-27,San Diego,CA,26-35,Male,Intro,App
UUS01520,2025-11-10,Austin,TX,36-45,Female,Standard,App
UUS01521,2024-10-27,Chicago,IL,26-35,Male,Standard,App
UUS01522,2024-04-23,Austin,TX,46-55,Female,Standard,Website
UUS01523,2025-05-09,Houston,TX,46-55,Female,Standard,App
UUS01524,2025-10-09,Austin,TX,46-55,Male,Intro,App
UUS01525,2025-06-02,Phoenix,AZ,26-35,Male,Standard,Website
UUS01526,2025-09-19,Boston,MA,36-45,Male,Standard,App
UUS01527,2025-07-02,San Jose,CA,46-55,Other,Intro,App
UUS01528,2024-03-18,San Jose,CA,18-25,Female,Standard,App
UUS01529,2024-09-16,San Jose,CA,46-55,Female,Standard,App
UUS01530,2026-02-13,Houston,TX,46-55,Female,Standard,App
UUS01531,2024-12-07,Dallas,TX,18-25,Female,Standard,App
UUS01532,2024-05-16,Dallas,TX,18-25,Male,Elite,Website
UUS01533,2025-02-08,San Jose,CA,18-25,Female,Elite,App
UUS01534,2026-03-13,Austin,TX,26-35,Male,Intro,App
UUS01535,2024-07-21,Chicago,IL,46-55,Female,Standard,App
UUS01536,2025-01-03,Boston,MA,36-45,Male,Elite,App
UUS01537,2026-02-04,Seattle,WA,46-55,Male,Standard,Website
UUS01538,2026-01-28,Seattle,WA,36-45,Female,Intro,Website
UUS01539,2025-04-05,Austin,TX,36-45,Male,Standard,App
UUS01540,2024-09-26,Phoenix,AZ,36-45,Female,Intro,App
UUS01541,2025-04-12,San Diego,CA,56+,Male,Elite,App
UUS01542,2025-11-30,Seattle,WA,36-45,Female,Intro,App
UUS01543,2025-10-23,Austin,TX,36-45,Female,Intro,App
UUS01544,2026-03-03,San Diego,CA,18-25,Female,Standard,App
UUS01545,2025-08-19,San Jose,CA,18-25,Female,Standard,App
UUS01546,2026-03-14,San Diego,CA,26-35,Male,Elite,App
UUS01547,2026-02-27,Seattle,WA,26-35,Other,Standard,App
UUS01548,2024-02-28,San Jose,CA,56+,Female,Intro,App
UUS01549,2024-10-10,San Diego,CA,36-45,Female,Standard,App
UUS01550,2026-01-10,Seattle,WA,18-25,Female,Standard,App
UUS01551,2024-06-09,Houston,TX,26-35,Male,Elite,App
UUS01552,2024-08-30,Austin,TX,26-35,Female,Standard,App
UUS01553,2026-02-16,Houston,TX,46-55,Female,Standard,App
UUS01554,2025-09-04,Los Angeles,CA,26-35,Male,Standard,App
UUS01555,2024-07-18,Phoenix,AZ,26-35,Male,Elite,Website
UUS01556,2024-03-01,Seattle,WA,26-35,Female,Elite,App
UUS01557,2025-10-09,Chicago,IL,18-25,Male,Standard,App
UUS01558,2025-07-13,Austin,TX,18-25,Male,Standard,App
UUS01559,2026-02-09,Philadelphia,PA,26-35,Female,Standard,Website
UUS01560,2024-05-24,San Jose,CA,56+,Female,Elite,App
UUS01561,2025-01-23,New York,NY,26-35,Female,Intro,App
UUS01562,2024-11-30,Chicago,IL,26-35,Female,Standard,App
UUS01563,2025-08-04,Phoenix,AZ,26-35,Male,Standard,App
UUS01564,2024-05-02,Chicago,IL,56+,Male,Intro,App
UUS01565,2025-03-15,New York,NY,26-35,Female,Standard,App
UUS01566,2024-03-11,Boston,MA,26-35,Female,Standard,App
UUS01567,2025-03-29,New York,NY,46-55,Male,Standard,App
UUS01568,2026-02-06,Dallas,TX,18-25,Male,Standard,App
UUS01569,2024-02-27,Dallas,TX,56+,Female,Standard,App
UUS01570,2025-11-10,Seattle,WA,26-35,Female,Intro,App
UUS01571,2024-11-24,New York,NY,46-55,Female,Intro,App
UUS01572,2025-07-06,Chicago,IL,46-55,Male,Intro,Website
UUS01573,2024-01-27,Dallas,TX,46-55,Male,Intro,App
UUS01574,2025-12-17,Philadelphia,PA,26-35,Male,Standard,Website
UUS01575,2025-01-20,Los Angeles,CA,46-55,Male,Elite,App
UUS01576,2024-05-24,New York,NY,46-55,Male,Elite,App
UUS01577,2024-06-15,Philadelphia,PA,26-35,Female,Elite,App
UUS01578,2025-10-04,Philadelphia,PA,26-35,Female,Standard,App
UUS01579,2025-10-08,Philadelphia,PA,18-25,Male,Standard,App
UUS01580,2025-06-13,New York,NY,36-45,Female,Intro,App
UUS01581,2024-05-02,Phoenix,AZ,26-35,Female,Standard,App
UUS01582,2025-11-11,Los Angeles,CA,56+,Male,Standard,App
UUS01583,2025-02-23,Boston,MA,36-45,Female,Standard,App
UUS01584,2024-10-01,Phoenix,AZ,56+,Female,Intro,Website
UUS01585,2026-02-19,San Jose,CA,26-35,Male,Standard,App
UUS01586,2024-01-18,Dallas,TX,36-45,Female,Intro,App
UUS01587,2024-12-27,Phoenix,AZ,26-35,Male,Standard,App
UUS01588,2026-01-20,Boston,MA,26-35,Male,Standard,Website
UUS01589,2024-12-18,Dallas,TX,36-45,Male,Intro,Website
UUS01590,2024-03-03,New York,NY,36-45,Female,Standard,App
UUS01591,2024-04-01,San Jose,CA,26-35,Female,Elite,App
UUS01592,2024-11-22,Houston,TX,36-45,Male,Standard,Website
UUS01593,2025-01-09,Austin,TX,46-55,Male,Standard,App
UUS01594,2025-10-30,Los Angeles,CA,36-45,Female,Standard,App
UUS01595,2026-03-28,Boston,MA,36-45,Female,Elite,Website
UUS01596,2024-05-28,San Diego,CA,26-35,Male,Standard,Website
UUS01597,2025-07-14,Chicago,IL,36-45,Female,Standard,Website
UUS01598,2025-02-10,Los Angeles,CA,26-35,Female,Standard,Website
UUS01599,2025-06-13,New York,NY,26-35,Male,Intro,Website
UUS01600,2024-11-01,Philadelphia,PA,26-35,Female,Elite,Website
UUS01601,2024-01-29,Houston,TX,46-55,Other,Standard,App
UUS01602,2024-12-21,Austin,TX,18-25,Female,Elite,App
UUS01603,2025-05-17,Boston,MA,26-35,Female,Elite,Website
UUS01604,2025-10-08,Houston,TX,26-35,Male,Elite,Website
UUS01605,2024-02-10,Philadelphia,PA,56+,Female,Standard,Website
UUS01606,2024-04-09,New York,NY,46-55,Male,Standard,App
UUS01607,2025-07-18,Chicago,IL,26-35,Male,Standard,App
UUS01608,2024-09-28,Seattle,WA,36-45,Male,Intro,App
UUS01609,2024-01-24,Austin,TX,46-55,Male,Standard,App
UUS01610,2024-09-24,Houston,TX,46-55,Male,Standard,App
UUS01611,2024-10-13,Houston,TX,18-25,Male,Elite,App
UUS01612,2024-01-16,San Jose,CA,26-35,Female,Standard,App
UUS01613,2025-06-03,Boston,MA,26-35,Male,Standard,App
UUS01614,2025-09-18,Austin,TX,36-45,Female,Standard,Website
UUS01615,2024-09-24,Los Angeles,CA,46-55,Female,Standard,App
UUS01616,2026-01-14,Los Angeles,CA,56+,Female,Elite,Website
UUS01617,2024-06-20,Boston,MA,46-55,Male,Standard,App
UUS01618,2024-06-24,Chicago,IL,26-35,Male,Elite,App
UUS01619,2024-10-13,Los Angeles,CA,36-45,Male,Standard,App
UUS01620,2024-09-15,New York,NY,56+,Male,Intro,App
UUS01621,2024-05-09,Boston,MA,36-45,Male,Intro,App
UUS01622,2025-04-20,New York,NY,36-45,Female,Intro,App
UUS01623,2025-01-30,Houston,TX,36-45,Male,Intro,App
UUS01624,2024-09-20,Phoenix,AZ,26-35,Female,Elite,App
UUS01625,2024-09-06,Chicago,IL,36-45,Male,Elite,App
UUS01626,2024-01-28,Austin,TX,26-35,Male,Intro,App
UUS01627,2024-04-25,Boston,MA,26-35,Male,Standard,App
UUS01628,2025-12-31,Phoenix,AZ,56+,Female,Elite,App
UUS01629,2024-08-08,Boston,MA,26-35,Male,Standard,App
UUS01630,2024-06-10,San Diego,CA,36-45,Male,Elite,App
UUS01631,2024-11-30,Seattle,WA,36-45,Female,Elite,App
UUS01632,2025-01-18,Los Angeles,CA,18-25,Female,Standard,App
UUS01633,2024-03-17,New York,NY,26-35,Male,Elite,Website
UUS01634,2025-01-31,San Jose,CA,26-35,Female,Elite,App
UUS01635,2025-05-13,Houston,TX,36-45,Female,Elite,App
UUS01636,2025-03-06,Seattle,WA,36-45,Female,Standard,App
UUS01637,2025-12-03,Philadelphia,PA,36-45,Female,Standard,App
UUS01638,2025-03-02,Austin,TX,56+,Male,Standard,Website
UUS01639,2026-03-04,New York,NY,26-35,Female,Standard,Website
UUS01640,2024-12-27,Los Angeles,CA,26-35,Male,Standard,App
UUS01641,2025-05-13,Houston,TX,26-35,Female,Standard,App
UUS01642,2025-09-27,Dallas,TX,26-35,Male,Standard,Website
UUS01643,2025-08-29,Los Angeles,CA,18-25,Male,Elite,App
UUS01644,2024-09-28,Chicago,IL,46-55,Male,Standard,App
UUS01645,2024-01-16,Austin,TX,46-55,Female,Standard,App
UUS01646,2025-09-12,Phoenix,AZ,36-45,Other,Standard,App
UUS01647,2026-03-20,Dallas,TX,18-25,Female,Standard,Website
UUS01648,2025-06-10,Dallas,TX,26-35,Male,Elite,App
UUS01649,2024-11-30,Los Angeles,CA,46-55,Female,Intro,App
UUS01650,2024-06-17,Houston,TX,26-35,Male,Elite,App
UUS01651,2025-04-28,Chicago,IL,56+,Male,Intro,App
UUS01652,2025-12-09,Philadelphia,PA,36-45,Female,Elite,App
UUS01653,2024-10-01,San Jose,CA,36-45,Male,Standard,App
UUS01654,2024-02-19,Houston,TX,26-35,Female,Elite,Website
UUS01655,2024-12-29,Houston,TX,56+,Male,Elite,App
UUS01656,2025-12-11,Seattle,WA,18-25,Female,Intro,App
UUS01657,2025-10-28,Phoenix,AZ,18-25,Female,Intro,App
UUS01658,2025-11-13,Boston,MA,46-55,Female,Standard,App
UUS01659,2024-10-01,Houston,TX,46-55,Female,Standard,App
UUS01660,2026-04-24,New York,NY,18-25,Female,Elite,Website
UUS01661,2025-05-24,Phoenix,AZ,26-35,Female,Standard,Website
UUS01662,2024-06-07,Chicago,IL,36-45,Male,Elite,App
UUS01663,2024-08-03,San Jose,CA,36-45,Male,Standard,App
UUS01664,2025-07-01,Philadelphia,PA,26-35,Female,Elite,App
UUS01665,2024-08-13,Austin,TX,46-55,Female,Standard,App
UUS01666,2025-09-01,Dallas,TX,26-35,Male,Standard,App
UUS01667,2024-07-09,Austin,TX,46-55,Male,Standard,App
UUS01668,2025-02-20,Houston,TX,46-55,Male,Intro,App
UUS01669,2024-01-22,Phoenix,AZ,36-45,Female,Standard,App
UUS01670,2024-06-11,Houston,TX,26-35,Male,Elite,Website
UUS01671,2024-08-04,Chicago,IL,56+,Male,Standard,App
UUS01672,2025-03-11,Austin,TX,36-45,Male,Intro,App
UUS01673,2024-01-27,New York,NY,18-25,Male,Standard,Website
UUS01674,2024-09-25,New York,NY,26-35,Male,Standard,Website
UUS01675,2024-11-19,Phoenix,AZ,26-35,Male,Standard,Website
UUS01676,2024-05-04,New York,NY,26-35,Male,Standard,Website
UUS01677,2025-01-27,Seattle,WA,18-25,Male,Intro,Website
UUS01678,2026-02-17,Phoenix,AZ,36-45,Male,Standard,App
UUS01679,2025-11-05,New York,NY,18-25,Male,Elite,App
UUS01680,2024-02-27,Austin,TX,36-45,Female,Standard,App
UUS01681,2025-01-24,New York,NY,26-35,Female,Intro,App
UUS01682,2024-10-04,New York,NY,36-45,Male,Standard,App
UUS01683,2024-08-30,New York,NY,26-35,Female,Intro,Website
UUS01684,2024-04-23,Boston,MA,46-55,Male,Standard,Website
UUS01685,2026-04-18,Seattle,WA,26-35,Other,Standard,Website
UUS01686,2025-02-14,Austin,TX,18-25,Female,Standard,App
UUS01687,2024-02-17,Houston,TX,18-25,Male,Standard,App
UUS01688,2024-11-14,Houston,TX,46-55,Male,Standard,Website
UUS01689,2024-09-04,Chicago,IL,36-45,Male,Standard,App
UUS01690,2024-07-25,Houston,TX,18-25,Male,Standard,App
UUS01691,2026-01-24,Houston,TX,46-55,Female,Standard,App
UUS01692,2024-05-08,Houston,TX,18-25,Male,Elite,Website
UUS01693,2024-08-20,Philadelphia,PA,46-55,Male,Standard,App
UUS01694,2025-05-25,San Diego,CA,36-45,Male,Elite,Website
UUS01695,2024-02-28,Phoenix,AZ,18-25,Female,Standard,App
UUS01696,2024-11-01,San Jose,CA,56+,Other,Standard,Website
UUS01697,2026-01-04,New York,NY,36-45,Male,Standard,App
UUS01698,2025-09-28,Chicago,IL,56+,Female,Standard,App
UUS01699,2024-12-26,Boston,MA,46-55,Female,Standard,App
UUS01700,2024-11-05,Phoenix,AZ,36-45,Female,Intro,Website
UUS01701,2025-03-16,New York,NY,26-35,Male,Elite,Website
UUS01702,2025-09-17,Austin,TX,26-35,Male,Intro,App
UUS01703,2025-12-21,Boston,MA,26-35,Female,Standard,Website
UUS01704,2024-07-02,Phoenix,AZ,36-45,Male,Standard,Website
UUS01705,2024-11-23,Houston,TX,26-35,Male,Intro,App
UUS01706,2026-03-02,Austin,TX,26-35,Male,Elite,App
UUS01707,2024-12-19,Houston,TX,56+,Male,Intro,Website
UUS01708,2024-05-20,Seattle,WA,56+,Female,Elite,App
UUS01709,2024-03-29,Boston,MA,26-35,Female,Standard,App
UUS01710,2025-06-13,San Jose,CA,46-55,Female,Standard,Website
UUS01711,2023-12-26,Los Angeles,CA,26-35,Male,Standard,App
UUS01712,2024-08-12,Seattle,WA,26-35,Female,Elite,Website
UUS01713,2024-06-17,Houston,TX,18-25,Female,Standard,App
UUS01714,2025-08-21,New York,NY,26-35,Female,Standard,App
UUS01715,2023-12-30,San Diego,CA,56+,Male,Elite,App
UUS01716,2025-09-09,San Diego,CA,18-25,Female,Standard,App
UUS01717,2024-06-25,Boston,MA,36-45,Female,Standard,App
UUS01718,2024-04-11,Philadelphia,PA,46-55,Female,Standard,App
UUS01719,2025-12-28,Seattle,WA,26-35,Female,Standard,App
UUS01720,2025-09-24,Houston,TX,26-35,Male,Intro,App
